metabolite_solar,mz_solar,rt_solar,cpd,aa_cho_lipid,pathways_solar,main_sp_pthw_solar,main_sp_pthw_categorized_solar,exposure,p_value_solar,t_score_solar,beta_solar,conf_low_solar,conf_high_solar,mode_solar,super_pathway_solar,q_value_solar,cpdnum_solar,cpd_sig_solar,exposure2,metabolite_chs,mz_chs,rt_chs,pathways_chs,main_sp_pthw_chs,main_sp_pthw_categorized_chs,p_value_chs,t_score_chs,beta_chs,conf_low_chs,conf_high_chs,mode_chs,super_pathway_chs,q_value_chs,cpdnum_chs,cpd_sig_chs,sig
245.226216601157_24.2711648854844,245.226216601157,24.2711648854844,C00523; C00535; C00674; C01227; C01595; C01953; C03681; C03772; C03917; C04042; C04295; C04373; C05293; dhea,Lipid metab.,C21-steroid hormone biosynthesis and metabolism; Linoleate metabolism; Glycerophospholipid metabolism; Fatty Acid Metabolism; De novo fatty acid biosynthesis; Fatty acid activation,Lipid metabolism; Steroid hormone metabolism; Lipid metabolism,Lipid metabolism; Steroid hormone metabolism; Lipid metabolism,hexachlorobenzene_impute,0.0415178171298433,2.04754629301422,0.105077042682803,0.00406714849913667,0.206086936866468,positive,Multiple/other,1,30,,HCB,245.226307211085_35.34415477,245.226307211085,35.34415477,C21-steroid hormone biosynthesis and metabolism; Linoleate metabolism; Fatty Acid Metabolism; De novo fatty acid biosynthesis; Fatty acid activation; Glycerophospholipid metabolism,Lipid metabolism; Steroid hormone metabolism; Lipid metabolism,Lipid metabolism; Steroid hormone metabolism; Lipid metabolism,0.669098131238558,0.428374957755157,0.0636705040153406,-0.230424582564496,0.357765590595177,positive,Multiple/other,1,179,,Sig. SOLAR only
99.0441270506069_272.611640777482,99.0441270506069,272.611640777482,C00148; C00763; C01801; C05576; CE4788,Amino Acid & Lipid metab.,Arginine and Proline Metabolism; Urea cycle/amino group metabolism; Aspartate and asparagine metabolism; Glycerophospholipid metabolism; Tyrosine metabolism,Amino acid metabolism; Lipid metabolism; Nucleotide metabolism,Amino acid metabolism; Other Combination of pathways,hexachlorobenzene_impute,0.0417717114811384,2.04498242786846,0.127414736200669,0.00477819787899346,0.250051274522344,positive,Multiple/other,1,31,,HCB,99.0440354718824_36.85008998,99.0440354718824,36.85008998,Urea cycle/amino group metabolism; Arginine and Proline Metabolism; Aspartate and asparagine metabolism; Glycerophospholipid metabolism; Tyrosine metabolism,Amino acid metabolism; Lipid metabolism; Nucleotide metabolism,Amino acid metabolism; Other Combination of pathways,0.00767757617954123,2.70877591401697,0.386966640465596,0.104300360325248,0.669632920605943,positive,Multiple/other,1,10,,Jointly Significant
119.085481046417_22.0857337478823,119.085481046417,22.0857337478823,CE2577; CE4989; CE5828; CE5924; CE5929; CE5931; CE6234,Lipid metab.,Linoleate metabolism; Prostaglandin formation from arachidonate; Leukotriene metabolism,Lipid metabolism; Lipid metabolism; NA,Lipid metabolism; Lipid metabolism; NA,hexachlorobenzene_impute,0.0426594990451519,-2.03612040778054,-0.122775456412052,-0.241461022276371,-0.00408989054773351,positive,Multiple/other,1,32,,HCB,119.085544953088_36.04141854,119.085544953088,36.04141854,Linoleate metabolism; Prostaglandin formation from arachidonate; Leukotriene metabolism,Lipid metabolism; Lipid metabolism; NA,Lipid metabolism; Lipid metabolism; NA,0.4209825190298,0.807315270184753,0.114301796421974,-0.165843570594928,0.394447163438875,positive,Multiple/other,1,128,,Sig. SOLAR only
120.065592968572_63.5501002766406,120.065592968572,63.5501002766406,C00025; C00188; C00217; C05519; C05938,"Amino Acid, Lipid, & CHO metab.","Methionine and cysteine metabolism; Glycine, serine, alanine and threonine metabolism; Arginine and Proline Metabolism; Tryptophan metabolism; Alanine and Aspartate Metabolism; Urea cycle/amino group metabolism; Histidine metabolism; Tyrosine metabolism; Aspartate and asparagine metabolism; Glycine, serine, alanine and threonine metabolism",Amino acid metabolism; Carbohydrate metabolism; Lipid metabolism; Metabolism of cofactors and vitamins; Nucleotide metabolism; Amino acid metabolism,Other Combination of pathways; Amino acid metabolism,hexachlorobenzene_impute,0.0509745486061722,1.9599324711899,0.118083593534142,-5.03727266300491e-4,0.236670914334585,positive,Multiple/other,1,36,,HCB,120.06551381768_93.86865768,120.06551381768,93.86865768,"Tyrosine metabolism; Urea cycle/amino group metabolism; Tryptophan metabolism; Valine, leucine and isoleucine degradation; Glycine, serine, alanine and threonine metabolism; Glutathione Metabolism; Glutamate metabolism; Beta-Alanine metabolism; Arginine and Proline Metabolism; Histidine metabolism; Lysine metabolism; Aspartate and asparagine metabolism; Methionine and cysteine metabolism; Aminosugars metabolism; Alanine and Aspartate Metabolism; Glycine, serine, alanine and threonine metabolism",Amino acid metabolism; Carbohydrate metabolism; Energy metabolism; Lipid metabolism; Metabolism of cofactors and vitamins; Nucleotide metabolism; Amino acid metabolism,Other Combination of pathways; Amino acid metabolism,0.316856614039151,1.00486727104116,0.148653261816266,-0.144057909465485,0.441364433098017,positive,Multiple/other,1,99,,Not-sig
116.106993530236_47.5727142560677,116.106993530236,47.5727142560677,C03087,CHO metab.,Butanoate metabolism,Carbohydrate metabolism,Carbohydrate metabolism,hexachlorobenzene_impute,0.060063823578477,1.88780906300751,0.115223909978937,-0.00491241593373129,0.235360235891606,positive,Multiple/other,1,41,,HCB,132.101939167514_58.02844945,132.101939167514,58.02844945,Butanoate metabolism,Carbohydrate metabolism,Carbohydrate metabolism,0.0018851777546394,3.17369315913455,0.414832118338687,0.156200871089483,0.673463365587891,positive,Multiple/other,0.5969244282542112,7,,Sig. CHS only
116.106993530236_47.5727142560677,116.106993530236,47.5727142560677,C03087,CHO metab.,Butanoate metabolism,Carbohydrate metabolism,Carbohydrate metabolism,hexachlorobenzene_impute,0.060063823578477,1.88780906300751,0.115223909978937,-0.00491241593373129,0.235360235891606,positive,Multiple/other,1,41,,HCB,116.106976548875_62.08366235,116.106976548875,62.08366235,Butanoate metabolism,Carbohydrate metabolism,Carbohydrate metabolism,0.826629184271174,0.219475614401582,0.0324734971489014,-0.260289607198785,0.325236601496588,positive,Multiple/other,1,205,,Not-sig
327.252811938185_21.9457663952776,327.252811938185,21.9457663952776,C00639; C04741; C04843; C05959; C05963; C14782; C14814,Lipid metab.,Prostaglandin formation from arachidonate; Arachidonic acid metabolism; Prostaglandin formation from arachidonate,Lipid metabolism; NA; Lipid metabolism,Lipid metabolism; NA; Lipid metabolism,hexachlorobenzene_impute,0.0858686338777702,-1.72355664299423,-0.1027725068398,-0.220138206922539,0.0145931932429394,positive,Multiple/other,1,55,,HCB,327.252838958243_36.19152097,327.252838958243,36.19152097,Arachidonic acid metabolism; Prostaglandin formation from arachidonate; Prostaglandin formation from arachidonate,Lipid metabolism; NA; Lipid metabolism,Lipid metabolism; NA; Lipid metabolism,0.132058589582269,-1.51570911413872,-0.211980394341347,-0.488708575961268,0.0647477872785736,positive,Multiple/other,1,53,,Not-sig
167.070213260767_32.0207287257868,167.070213260767,32.0207287257868,C00588; C00788; C05581; C05589; C05594,Amino Acid & Lipid metab.,Tyrosine metabolism; Urea cycle/amino group metabolism; Tyrosine metabolism,Amino acid metabolism; Lipid metabolism; Amino acid metabolism,Other Combination of pathways; Amino acid metabolism,hexachlorobenzene_impute,0.086508235317435,-1.72003273963581,-0.105295536554708,-0.22578887928712,0.0151978061777046,positive,Multiple/other,1,56,,HCB,167.070307408971_37.98690344,167.070307408971,37.98690344,Tyrosine metabolism; Tyrosine metabolism; Urea cycle/amino group metabolism,Amino acid metabolism; Lipid metabolism; Amino acid metabolism,Other Combination of pathways; Amino acid metabolism,0.997590157467251,0.00302619907773184,4.43817241087935e-4,-0.289744704742845,0.29063233922502,positive,Multiple/other,1,230,,Not-sig
130.049936535741_65.3429357547741,130.049936535741,65.3429357547741,C00025; C00064; C00217; C00819; C01042; C01045; C01879; C02220; C02238; C04281; C04282; C05100; C05938; CE1554,"Amino Acid, Lipid, & CHO metab.","Methionine and cysteine metabolism; Glycine, serine, alanine and threonine metabolism; Arginine and Proline Metabolism; Tryptophan metabolism; Alanine and Aspartate Metabolism; Urea cycle/amino group metabolism; Histidine metabolism; Tyrosine metabolism; Aspartate and asparagine metabolism; Arginine and Proline Metabolism; Alanine and Aspartate Metabolism; Tyrosine metabolism; Aspartate and asparagine metabolism; Alanine and Aspartate Metabolism; Arginine and Proline Metabolism; Aspartate and asparagine metabolism; Tryptophan metabolism; Glycine, serine, alanine and threonine metabolism",Amino acid metabolism; Carbohydrate metabolism; Lipid metabolism; Metabolism of cofactors and vitamins; Nucleotide metabolism; Amino acid metabolism; Metabolism of cofactors and vitamins; Nucleotide metabolism; Amino acid metabolism; Metabolism of cofactors and vitamins; Amino acid metabolism,Other Combination of pathways; Amino acid metabolism; Metabolism of cofactors and vitamins; Amino acid metabolism,hexachlorobenzene_impute,0.106189555774413,1.6206739934075,0.0985318721544355,-0.0211341557925894,0.21819790010146,positive,Multiple/other,1,67,,HCB,130.049874013457_106.0217565,130.04987401345701,106.0217565,"Tyrosine metabolism; Urea cycle/amino group metabolism; Tryptophan metabolism; Valine, leucine and isoleucine degradation; Glycine, serine, alanine and threonine metabolism; Glutathione Metabolism; Glutamate metabolism; Beta-Alanine metabolism; Arginine and Proline Metabolism; Histidine metabolism; Lysine metabolism; Aspartate and asparagine metabolism; Methionine and cysteine metabolism; Aminosugars metabolism; Alanine and Aspartate Metabolism; Tyrosine metabolism; Glutamate metabolism; Arginine and Proline Metabolism; Aspartate and asparagine metabolism; Aminosugars metabolism; Alanine and Aspartate Metabolism; Alanine and Aspartate Metabolism; Glutathione Metabolism; Arginine and Proline Metabolism; Aspartate and asparagine metabolism; Tryptophan metabolism; Glycine, serine, alanine and threonine metabolism",Amino acid metabolism; Carbohydrate metabolism; Energy metabolism; Lipid metabolism; Metabolism of cofactors and vitamins; Nucleotide metabolism; Amino acid metabolism; Carbohydrate metabolism; Energy metabolism; Metabolism of cofactors and vitamins; Nucleotide metabolism; Amino acid metabolism; Metabolism of cofactors and vitamins; Amino acid metabolism,Other Combination of pathways; Amino acid metabolism; Metabolism of cofactors and vitamins; Amino acid metabolism,0.246330893466334,-1.16463966122932,-0.163724036172474,-0.441883872709658,0.114435800364709,positive,Multiple/other,1,82,,Not-sig
102.055072540213_74.1441432745719,102.055072540213,74.1441432745719,C00025; C00188; C00217; C00940; C01250; C01879; C04281; C04282; C05519; C05938,"Amino Acid, Lipid, & CHO metab.","Methionine and cysteine metabolism; Glycine, serine, alanine and threonine metabolism; Arginine and Proline Metabolism; Tryptophan metabolism; Alanine and Aspartate Metabolism; Urea cycle/amino group metabolism; Histidine metabolism; Tyrosine metabolism; Aspartate and asparagine metabolism; Glycine, serine, alanine and threonine metabolism; Alanine and Aspartate Metabolism; Urea cycle/amino group metabolism; Arginine and Proline Metabolism; Aspartate and asparagine metabolism",Amino acid metabolism; Carbohydrate metabolism; Lipid metabolism; Metabolism of cofactors and vitamins; Nucleotide metabolism; Amino acid metabolism,Other Combination of pathways; Amino acid metabolism,hexachlorobenzene_impute,0.127428786206737,1.52876155460258,0.0928157612887617,-0.0266853056859895,0.212316828263513,positive,Multiple/other,1,78,,HCB,102.054941254827_129.5664869,102.054941254827,129.5664869,"Tyrosine metabolism; Urea cycle/amino group metabolism; Tryptophan metabolism; Valine, leucine and isoleucine degradation; Glycine, serine, alanine and threonine metabolism; Glutathione Metabolism; Glutamate metabolism; Beta-Alanine metabolism; Arginine and Proline Metabolism; Histidine metabolism; Lysine metabolism; Aspartate and asparagine metabolism; Methionine and cysteine metabolism; Aminosugars metabolism; Alanine and Aspartate Metabolism; Glycine, serine, alanine and threonine metabolism; Alanine and Aspartate Metabolism; Urea cycle/amino group metabolism; Glutathione Metabolism; Arginine and Proline Metabolism; Aspartate and asparagine metabolism",Amino acid metabolism; Carbohydrate metabolism; Energy metabolism; Lipid metabolism; Metabolism of cofactors and vitamins; Nucleotide metabolism; Amino acid metabolism,Other Combination of pathways; Amino acid metabolism,0.438531930496962,0.777102793298542,0.112187125113273,-0.173465424463218,0.397839674689763,positive,Multiple/other,1,131,,Not-sig
169.035834820541_53.3002903402657,169.035834820541,53.3002903402657,C00366,Nucleotide metab.,Purine metabolism,Nucleotide metabolism,Nucleotide metabolism,hexachlorobenzene_impute,0.13297064318538,-1.50678050825673,-0.0926276566180316,-0.213626296281378,0.0283709830453147,positive,Multiple/other,1,79,,HCB,169.035652339614_71.19523953,169.035652339614,71.19523953,Purine metabolism,Nucleotide metabolism,Nucleotide metabolism,0.20199936515626,1.28245888651937,0.157824725967651,-0.0856787406451301,0.401328192580433,positive,Nucleotide metabolism,1,584,,Not-sig
263.236872054617_25.3052804855084,263.236872054617,25.3052804855084,C00523; C01595; C03917; C04295; C04373; C05293,Lipid metab.,C21-steroid hormone biosynthesis and metabolism; Linoleate metabolism; Glycerophospholipid metabolism; Fatty Acid Metabolism; De novo fatty acid biosynthesis; Fatty acid activation,Lipid metabolism; Steroid hormone metabolism; Lipid metabolism,Lipid metabolism; Steroid hormone metabolism; Lipid metabolism,hexachlorobenzene_impute,0.167494030799469,-1.3838152762017,-0.0862255423725731,-0.208869912904104,0.0364188281589575,positive,Multiple/other,1,90,,HCB,263.236909073946_35.18696037,263.236909073946,35.18696037,C21-steroid hormone biosynthesis and metabolism; Linoleate metabolism; Fatty Acid Metabolism; De novo fatty acid biosynthesis; Fatty acid activation; Glycerophospholipid metabolism,Lipid metabolism; Steroid hormone metabolism; Lipid metabolism,Lipid metabolism; Steroid hormone metabolism; Lipid metabolism,0.598360465744716,-0.528076625913681,-0.0775379615583042,-0.368067965657256,0.212992042540647,positive,Multiple/other,1,159,,Not-sig
203.052928576871_59.8916433184034,203.052928576871,59.8916433184034,C00031; C00095; C00124; C00137; C00159; C00221; C00247; C00267; C00293; C00738; C00795; C00936; C00962; C00984; C01582; C01801; C02336; CE0520,"Amino Acid, Lipid, & CHO metab.",Tryptophan metabolism; Glycerophospholipid metabolism,Amino acid metabolism; Carbohydrate metabolism; Glycan biosynthesis and metabolism; Lipid metabolism; NA; Lipid metabolism; Nucleotide metabolism,Amino acid metabolism; Carbohydrate metabolism; Glycan biosynthesis and metabolism; Lipid metabolism; NA; Other Combination of pathways,hexachlorobenzene_impute,0.182581000014232,-1.33609295704365,-0.0813790722159661,-0.201264352739491,0.0385062083075588,positive,Multiple/other,1,96,,HCB,203.052575824181_73.29524469,203.052575824181,73.29524469,Tryptophan metabolism; Glycerophospholipid metabolism,Amino acid metabolism; Carbohydrate metabolism; Glycan biosynthesis and metabolism; Lipid metabolism; NA; Lipid metabolism; Nucleotide metabolism,Amino acid metabolism; Carbohydrate metabolism; Glycan biosynthesis and metabolism; Lipid metabolism; NA; Other Combination of pathways,5.53732060914949e-6,-4.74268693903588,-0.648111265388392,-0.918506272429741,-0.377716258347044,positive,Multiple/other,0.006136698121383129,2,C00031; C00095; C00124; C00137; C00159; C00221; C00247; C00267; C00293; C00738; C00795; C00936; C00962; C00984; C01582; C01801; C02336; CE0520,Sig. CHS only
203.052928576871_59.8916433184034,203.052928576871,59.8916433184034,C00031; C00095; C00124; C00137; C00159; C00221; C00247; C00267; C00293; C00738; C00795; C00936; C00962; C00984; C01582; C01801; C02336; CE0520,"Amino Acid, Lipid, & CHO metab.",Tryptophan metabolism; Glycerophospholipid metabolism,Amino acid metabolism; Carbohydrate metabolism; Glycan biosynthesis and metabolism; Lipid metabolism; NA; Lipid metabolism; Nucleotide metabolism,Amino acid metabolism; Carbohydrate metabolism; Glycan biosynthesis and metabolism; Lipid metabolism; NA; Other Combination of pathways,hexachlorobenzene_impute,0.182581000014232,-1.33609295704365,-0.0813790722159661,-0.201264352739491,0.0385062083075588,positive,Multiple/other,1,96,,HCB,219.026200637058_75.86485284,219.026200637058,75.86485284,Tryptophan metabolism; Glycerophospholipid metabolism,Amino acid metabolism; Carbohydrate metabolism; Glycan biosynthesis and metabolism; Lipid metabolism; NA; Lipid metabolism; Nucleotide metabolism,Amino acid metabolism; Carbohydrate metabolism; Glycan biosynthesis and metabolism; Lipid metabolism; NA; Other Combination of pathways,9.21037228338651e-4,-3.39280404152004,-0.48454802609313,-0.767134654393475,-0.201961397792784,positive,Multiple/other,0.4082933120780859,5,,Sig. CHS only
