"","Pathway total","Hits.total","Hits.sig","Expected","FET","EASE","Gamma","Emp.Hits","Empirical","Pathway Number","EC.Hits"
"Prostaglandin formation from dihomo gama-linoleic acid","7","7","2","0.95962","0.22233","0.61467","0.041104","702","0.0702","P19","EC000816;EC000743"
"Fructose and mannose metabolism","13","13","3","1.7821","0.22564","0.50649","0.041427","4954","0.4954","P20","EC000264;EC00048;EC000237"
"Keratan sulfate biosynthesis","2","2","1","0.27418","0.23969","1","0.042827","1239","0.1239","P21","EC00019"
"Hexose phosphorylation","14","14","3","1.9192","0.26205","0.54788","0.04517","1160","0.116","P22","EC000552;EC00036;EC000237"
"Omega-3 fatty acid metabolism","8","8","2","1.0967","0.27289","0.66394","0.046357","1160","0.116","P23","EC000687;EC000586"
"Pentose phosphate pathway","22","22","4","3.0159","0.30739","0.54383","0.050379","6574","0.6574","P24","EC000353;EC00048;EC000107;EC000210"
"Aspartate and asparagine metabolism","37","37","6","5.0723","0.33272","0.51601","0.053587","5360","0.536","P25","EC000304;EC000305;EC000415;EC000560;EC000270;EC000776"
"Glycosphingolipid biosynthesis - globoseries","3","3","1","0.41126","0.33718","1","0.054176","1741","0.1741","P26","EC00019"
"Glyoxylate and Dicarboxylate Metabolism","3","3","1","0.41126","0.33718","1","0.054176","0","0","P27","EC00048"
"Fatty acid oxidation, peroxisome","3","3","1","0.41126","0.33718","1","0.054176","70","0.007","P28","EC000988"
"Proteoglycan biosynthesis","3","3","1","0.41126","0.33718","1","0.054176","642","0.0642","P29","EC00019"
"Androgen and estrogen biosynthesis and metabolism","24","24","4","3.2901","0.36939","0.60575","0.058656","3762","0.3762","P30","EC000485;EC000486;EC00019;EC000457"
"Butanoate metabolism","10","10","2","1.3709","0.37288","0.74451","0.059167","894","0.0894","P31","EC000570;EC00094"
"Carbon fixation","10","10","2","1.3709","0.37288","0.74451","0.059167","4589","0.4589","P32","EC00048;EC000107"
"Drug metabolism - cytochrome P450","17","17","3","2.3305","0.3738","0.65714","0.059304","3594","0.3594","P33","EC000706;EC000608;EC000701"
"TCA cycle","18","18","3","2.4676","0.41069","0.68859","0.065048","8117","0.8117","P34","EC000141;EC00036;EC000145"
"Starch and Sucrose Metabolism","11","11","2","1.508","0.42091","0.77727","0.066755","4879","0.4879","P35","EC000229;EC00019"
"Hyaluronan Metabolism","4","4","1","0.54835","0.42226","1","0.066984","1019","0.1019","P36","EC00019"
"Pyrimidine metabolism","57","57","8","7.814","0.44872","0.6023","0.07167","6132","0.6132","P37","EC000279;EC000141;EC00019;EC00036;EC000171;EC000172;EC000210;EC000158"
"Electron transport chain","5","5","1","0.68544","0.49649","1","0.081161","6803","0.6803","P38","EC000141"
"Fatty acid oxidation","5","5","1","0.68544","0.49649","1","0.081161","1477","0.1477","P39","EC000141"
"Vitamin B6 (pyridoxine) metabolism","5","5","1","0.68544","0.49649","1","0.081161","542","0.0542","P40","EC000241"
"N-Glycan Degradation","5","5","1","0.68544","0.49649","1","0.081161","7915","0.7915","P41","EC000264"
"Carnitine shuttle","22","22","3","3.0159","0.54946","0.79153","0.093529","1113","0.1113","P42","EC0001012;EC000988;EC000992"
"Porphyrin metabolism","14","14","2","1.9192","0.55238","0.85258","0.094277","3669","0.3669","P43","EC00019;EC000145"
"Glycosphingolipid biosynthesis - ganglioseries","6","6","1","0.82253","0.56125","1","0.09659","5562","0.5562","P44","EC00019"
"Omega-6 fatty acid metabolism","6","6","1","0.82253","0.56125","1","0.09659","1725","0.1725","P45","EC000856"
"Purine metabolism","47","47","6","6.4431","0.57158","0.73497","0.099376","4424","0.4424","P46","EC000964;EC000166;EC000342;EC00036;EC000100;EC000210"
"Fatty Acid Metabolism","15","15","2","2.0563","0.59134","0.87156","0.10499","8364","0.8364","P47","EC000985;EC000984"
"Xenobiotics metabolism","48","48","6","6.5802","0.59351","0.75237","0.10563","8671","0.8671","P48","EC00019;EC000659;EC000663;EC000657;EC000647;EC000676"
"Pyruvate Metabolism","7","7","1","0.95962","0.61774","1","0.11313","0","0","P49","EC00048"
"Beta-Alanine metabolism","7","7","1","0.95962","0.61774","1","0.11313","1985","0.1985","P50","EC000133"
"Valine, leucine and isoleucine degradation","16","16","2","2.1934","0.62775","0.88812","0.11643","4918","0.4918","P51","EC000482;EC000785"
"Ascorbate (Vitamin C) and Aldarate Metabolism","17","17","2","2.3305","0.66161","0.90256","0.12856","8666","0.8666","P52","EC000356;EC000145"
"Pentose and Glucuronate Interconversions","8","8","1","1.0967","0.667","1","0.13064","7071","0.7071","P53","EC00019"
"Vitamin E metabolism","26","26","3","3.5643","0.66742","0.86343","0.13081","195","0.0195","P54","EC000814;EC000939;EC000945"
"Caffeine metabolism","9","9","1","1.2338","0.70996","1","0.14897","1172","0.1172","P55","EC000691"
"Aminosugars metabolism","19","19","2","2.6047","0.72192","0.92611","0.15469","6823","0.6823","P56","EC00019;EC00036"
"N-Glycan biosynthesis","10","10","1","1.3709","0.74741","1","0.16795","8225","0.8225","P57","EC00019"
"Propanoate metabolism","10","10","1","1.3709","0.74741","1","0.16795","3484","0.3484","P58","EC000441"
"Ubiquinone Biosynthesis","10","10","1","1.3709","0.74741","1","0.16795","6361","0.6361","P59","EC000141"
"Urea cycle/amino group metabolism","39","39","4","5.3464","0.75821","0.89272","0.17406","8723","0.8723","P60","EC000236;EC000287;EC000323;EC000415"
"Glycerophospholipid metabolism","50","50","5","6.8544","0.79063","0.89959","0.1945","9114","0.9114","P61","EC000576;EC000147;EC000586;EC00048;EC000169"
"Histidine metabolism","13","13","1","1.7821","0.83332","1","0.22748","4433","0.4433","P62","EC000133"
"D4&E4-neuroprostanes formation","14","14","1","1.9192","0.85493","1","0.24777","4002","0.4002","P63","EC000145"
"Lysine metabolism","14","14","1","1.9192","0.85493","1","0.24777","9825","0.9825","P64","EC000290"
"Glycosphingolipid metabolism","26","26","2","3.5643","0.86652","0.97209","0.25994","5191","0.5191","P65","EC000576;EC00019"
"Drug metabolism - other enzymes","26","26","2","3.5643","0.86652","0.97209","0.25994","9102","0.9102","P66","EC000721;EC000630"
"Vitamin D3 (cholecalciferol) metabolism","17","17","1","2.3305","0.90444","1","0.3085","6555","0.6555","P67","EC000959"
"Glycolysis and Gluconeogenesis","18","18","1","2.4676","0.91688","1","0.32846","7588","0.7588","P68","EC00048"
"Arginine and Proline Metabolism","20","20","1","2.7418","0.93714","1","0.36757","9582","0.9582","P69","EC000287"
"Tyrosine metabolism","89","89","7","12.201","0.95527","0.98047","0.4133","9844","0.9844","P70","EC000914;EC00019;EC000145;EC000911;EC000434;EC000126;EC000541"
"Tryptophan metabolism","37","37","2","5.0723","0.96199","0.99404","0.43431","9950","0.995","P71","EC000541;EC000119"
"Bile acid biosynthesis","29","29","1","3.9756","0.98225","1","0.52474","5003","0.5003","P72","EC000437"
"Methionine and cysteine metabolism","29","29","1","3.9756","0.98225","1","0.52474","9982","0.9982","P73","EC000287"
"Glycine, serine, alanine and threonine metabolism","44","44","2","6.0319","0.98367","0.99779","0.5338","9821","0.9821","P74","EC000155;EC000860"
