"","Pathway total","Hits.total","Hits.sig","Expected","FET","EASE","Gamma","Emp.Hits","Empirical","Pathway Number","EC.Hits"
"Aspartate and asparagine metabolism","83","83","15","13.927","0.29359","0.39801","0.052907","4087","0.4087","P36","EC00017;EC00088;EC000482;EC000975;EC000518;EC00050;EC000182;EC00027;EC000223;EC00031;EC00034;EC000520;EC000325;EC000176;EC00021"
"N-Glycan biosynthesis","7","7","2","1.1745","0.29678","0.69067","0.05329","291","0.0291","P37","EC00029;EC00057"
"De novo fatty acid biosynthesis","30","30","6","5.0338","0.31472","0.50095","0.055508","716","0.0716","P38","EC0007;EC000450;EC000331;EC000805;EC000127;EC000460"
"Fatty acid activation","36","36","7","6.0405","0.3175","0.48692","0.055862","157","0.0157","P39","EC0001043;EC000331;EC0007;EC0001147;EC000805;EC000460;EC000450"
"Glutathione Metabolism","13","13","3","2.1813","0.32611","0.61831","0.056972","633","0.0633","P40","EC000482;EC00017;EC000325"
"Saturated fatty acids beta-oxidation","8","8","2","1.3423","0.35814","0.73858","0.061338","3690","0.369","P41","EC000557;EC000170"
"Carbon fixation","8","8","2","1.3423","0.35814","0.73858","0.061338","1710","0.171","P42","EC00066;EC00027"
"Sialic acid metabolism","14","14","3","2.3491","0.37187","0.66","0.063331","1184","0.1184","P43","EC000679;EC00036;EC00029"
"Fatty Acid Metabolism","26","26","5","4.3626","0.37567","0.58546","0.063894","1593","0.1593","P44","EC000520;EC000170;EC000805;EC000460;EC000450"
"D4&E4-neuroprostanes formation","3","3","1","0.50338","0.39653","1","0.067102","0","0","P45","EC00037"
"Phosphatidylinositol phosphate metabolism","15","15","3","2.5169","0.41704","0.69797","0.070445","4307","0.4307","P46","EC00021;EC000622;EC00029"
"Omega-3 fatty acid metabolism","9","9","2","1.5101","0.41745","0.77911","0.070515","1597","0.1597","P47","EC000654;EC0007"
"Bile acid biosynthesis","28","28","5","4.6982","0.44193","0.64713","0.074775","2775","0.2775","P48","EC000647;EC000685;EC000467;EC000950;EC000133"
"TCA cycle","16","16","3","2.6847","0.46112","0.73239","0.078334","1570","0.157","P49","EC000217;EC000101;EC00021"
"Drug metabolism - other enzymes","16","16","3","2.6847","0.46112","0.73239","0.078334","3568","0.3568","P50","EC000827;EC000815;EC000817"
"Electron transport chain","4","4","1","0.67117","0.4902","1","0.084129","4424","0.4424","P51","EC000217"
"Fatty acid oxidation, peroxisome","4","4","1","0.67117","0.4902","1","0.084129","0","0","P52","EC0007"
"Glycolysis and Gluconeogenesis","11","11","2","1.8457","0.52692","0.84236","0.092225","4597","0.4597","P53","EC00066;EC00021"
"Porphyrin metabolism","18","18","3","3.0203","0.54454","0.79132","0.096455","3198","0.3198","P54","EC00037;EC000384;EC000258"
"Di-unsaturated fatty acid beta-oxidation","5","5","1","0.83896","0.5694","1","0.10285","2702","0.2702","P55","EC000460"
"Caffeine metabolism","5","5","1","0.83896","0.5694","1","0.10285","9136","0.9136","P56","EC000913"
"Fatty acid oxidation","12","12","2","2.0135","0.57623","0.86686","0.1047","347","0.0347","P57","EC0007;EC000217"
"Limonene and pinene degradation","12","12","2","2.0135","0.57623","0.86686","0.1047","9830","0.983","P58","EC000399;EC000401"
"Linoleate metabolism","47","47","7","7.8862","0.60973","0.75595","0.11442","9807","0.9807","P59","EC000992;EC0001016;EC0001019;EC00037;EC000654;EC000460;EC000461"
"Fructose and mannose metabolism","13","13","2","2.1813","0.62171","0.88758","0.11819","5308","0.5308","P60","EC00066;EC00057"
"Arachidonic acid metabolism","27","27","4","4.5304","0.62195","0.81112","0.11826","2782","0.2782","P61","EC00017;EC000875;EC0001130;EC000127"
"Glycosphingolipid biosynthesis - ganglioseries","6","6","1","1.0068","0.63635","1","0.12301","1667","0.1667","P62","EC00029"
"Vitamin E metabolism","22","22","3","3.6914","0.68665","0.87596","0.14174","4679","0.4679","P63","EC0001090;EC0001113;EC0001114"
"Galactose metabolism","15","15","2","2.5169","0.70124","0.91988","0.14791","8625","0.8625","P64","EC000679;EC00066"
"Putative anti-Inflammatory metabolites formation from EPA","8","8","1","1.3423","0.74078","1","0.16664","2473","0.2473","P65","EC00017"
"Vitamin B5 - CoA biosynthesis from pantothenate","8","8","1","1.3423","0.74078","1","0.16664","9573","0.9573","P66","EC000580"
"Xenobiotics metabolism","46","46","6","7.7184","0.74184","0.86162","0.16719","9471","0.9471","P67","EC000805;EC000890;EC000891;EC000893;EC000473;EC000441"
"Tryptophan metabolism","93","93","12","15.605","0.80513","0.87614","0.20556","9719","0.9719","P68","EC00017;EC000341;EC000568;EC000747;EC000499;EC00042;EC000405;EC000613;EC000441;EC00063;EC000473;EC000734"
"Selenoamino acid metabolism","10","10","1","1.6779","0.81534","1","0.21303","3315","0.3315","P69","EC00036"
"Ascorbate (Vitamin C) and Aldarate Metabolism","19","19","2","3.188","0.819","0.95938","0.21581","8144","0.8144","P70","EC00037;EC000101"
"Tyrosine metabolism","125","125","16","20.974","0.84404","0.89649","0.23658","9980","0.998","P71","EC0001078;EC000481;EC00017;EC000357;EC000613;EC000512;EC000711;EC000469;EC00045;EC0001073;EC00037;EC00049;EC0001063;EC00034;EC000747;EC000497"
"Ubiquinone Biosynthesis","11","11","1","1.8457","0.84418","1","0.23671","6369","0.6369","P72","EC000217"
"Butanoate metabolism","29","29","3","4.866","0.85166","0.95274","0.24359","7517","0.7517","P73","EC00017;EC00021;EC000182"
"Lysine metabolism","47","47","5","7.8862","0.87755","0.94816","0.27038","9938","0.9938","P74","EC00017;EC000421;EC000170;EC000428;EC000223"
"Hexose phosphorylation","13","13","1","2.1813","0.88911","1","0.28419","9942","0.9942","P75","EC000179"
"Drug metabolism - cytochrome P450","32","32","3","5.3693","0.89533","0.96925","0.29218","9410","0.941","P76","EC000931;EC000921;EC000673"
"Leukotriene metabolism","24","24","2","4.027","0.90713","0.98269","0.30865","8242","0.8242","P77","EC000127;EC00017"
"Valine, leucine and isoleucine degradation","25","25","2","4.1948","0.91908","0.98541","0.32743","5266","0.5266","P78","EC00017;EC000182"
"Vitamin B6 (pyridoxine) metabolism","15","15","1","2.5169","0.92114","1","0.33092","9995","0.9995","P79","EC000141"
"Prostaglandin formation from arachidonate","26","26","2","4.3626","0.92958","0.98771","0.34612","5069","0.5069","P80","EC000127;EC00037"
"Pentose phosphate pathway","17","17","1","2.8525","0.94395","1","0.37615","8020","0.802","P81","EC00066"
