"","Pathway total","Hits.total","Hits.sig","Expected","FET","EASE","Gamma","Emp.Hits","Empirical","Pathway Number","EC.Hits"
"Dynorphin metabolism","7","7","1","0.38682","0.31057","1","0.025456","24","0.0024","P21","EC000848"
"Beta-Alanine metabolism","7","7","1","0.38682","0.31057","1","0.025456","98","0.0098","P22","EC000181"
"Prostaglandin formation from dihomo gama-linoleic acid","7","7","1","0.38682","0.31057","1","0.025456","972","0.0972","P23","EC000197"
"Pyrimidine metabolism","57","57","4","3.1498","0.33821","0.56146","0.027602","4756","0.4756","P24","EC000279;EC000143;EC00033;EC00036"
"Pentose and Glucuronate Interconversions","8","8","1","0.44208","0.34639","1","0.028276","3312","0.3312","P25","EC00081"
"Glycosphingolipid metabolism","26","26","2","1.4368","0.39223","0.74523","0.032411","869","0.0869","P26","EC000180;EC000634"
"Drug metabolism - other enzymes","26","26","2","1.4368","0.39223","0.74523","0.032411","4121","0.4121","P27","EC000630;EC000728"
"Glycine, serine, alanine and threonine metabolism","44","44","3","2.4315","0.39913","0.66585","0.033091","2870","0.287","P28","EC00063;EC00039;EC000780"
"Carbon fixation","10","10","1","0.5526","0.41263","1","0.034468","5057","0.5057","P29","EC00033"
"3-oxo-10R-octadecatrienoate beta-oxidation","11","11","1","0.60786","0.44323","1","0.037841","5982","0.5982","P30","EC000897"
"Bile acid biosynthesis","29","29","2","1.6026","0.44748","0.78294","0.038338","215","0.0215","P31","EC000437;EC000325"
"Phosphatidylinositol phosphate metabolism","12","12","1","0.66312","0.47227","1","0.041397","2900","0.29","P32","EC00081"
"Histidine metabolism","13","13","1","0.71838","0.49982","1","0.045134","960","0.096","P33","EC000550"
"Hexose phosphorylation","14","14","1","0.77365","0.52596","1","0.04905","3947","0.3947","P34","EC00036"
"Vitamin B3 (nicotinate and nicotinamide) metabolism","14","14","1","0.77365","0.52596","1","0.04905","2630","0.263","P35","EC000553"
"D4&E4-neuroprostanes formation","14","14","1","0.77365","0.52596","1","0.04905","1229","0.1229","P36","EC000145"
"Lysine metabolism","14","14","1","0.77365","0.52596","1","0.04905","8115","0.8115","P37","EC000311"
"Linoleate metabolism","34","34","2","1.8789","0.53316","0.83398","0.050197","5081","0.5081","P38","EC000949;EC000904"
"Valine, leucine and isoleucine degradation","16","16","1","0.88417","0.57429","1","0.057404","4549","0.4549","P39","EC00039"
"Tryptophan metabolism","37","37","2","2.0446","0.5802","0.85874","0.05854","7487","0.7487","P40","EC000541;EC000836"
"Aspartate and asparagine metabolism","37","37","2","2.0446","0.5802","0.85874","0.05854","7217","0.7217","P41","EC000181;EC000560"
"Vitamin D3 (cholecalciferol) metabolism","17","17","1","0.93943","0.5966","1","0.061834","2400","0.24","P42","EC000325"
"Sialic acid metabolism","17","17","1","0.93943","0.5966","1","0.061834","5813","0.5813","P43","EC00033"
"Urea cycle/amino group metabolism","39","39","2","2.1552","0.60965","0.8732","0.064617","6920","0.692","P44","EC000181;EC000234"
"Glycolysis and Gluconeogenesis","18","18","1","0.99469","0.61777","1","0.066427","2527","0.2527","P45","EC00033"
"Galactose metabolism","19","19","1","1.0499","0.63785","1","0.071178","4234","0.4234","P46","EC00036"
"Arginine and Proline Metabolism","20","20","1","1.1052","0.65689","1","0.076082","6669","0.6669","P47","EC000181"
"C21-steroid hormone biosynthesis and metabolism","48","48","2","2.6525","0.72324","0.92221","0.096927","4757","0.4757","P48","EC000354;EC000378"
"Androgen and estrogen biosynthesis and metabolism","24","24","1","1.3262","0.72371","1","0.097101","6708","0.6708","P49","EC000378"
"Arachidonic acid metabolism","24","24","1","1.3262","0.72371","1","0.097101","7189","0.7189","P50","EC000197"
"Methionine and cysteine metabolism","29","29","1","1.6026","0.78952","1","0.12606","9037","0.9037","P51","EC00063"
"Fatty acid activation","38","38","1","2.0999","0.87147","1","0.18331","8799","0.8799","P52","EC000856"
"Xenobiotics metabolism","48","48","1","2.6525","0.92612","1","0.25039","9848","0.9848","P53","EC000663"
