"","Pathway total","Hits.total","Hits.sig","Expected","FET","EASE","Gamma","Emp.Hits","Empirical","Pathway Number","EC.Hits"
"TCA cycle","18","18","2","1.2051","0.3117","0.68422","0.017978","6185","0.6185","P16","EC00036;EC000146"
"Galactose metabolism","19","19","2","1.2721","0.33541","0.704","0.019386","1479","0.1479","P17","EC000165;EC00036"
"Pyruvate Metabolism","7","7","1","0.46865","0.36439","1","0.021276","0","0","P18","EC000185"
"Biopterin metabolism","7","7","1","0.46865","0.36439","1","0.021276","1449","0.1449","P19","EC000477"
"Saturated fatty acids beta-oxidation","7","7","1","0.46865","0.36439","1","0.021276","769","0.0769","P20","EC000403"
"Dynorphin metabolism","7","7","1","0.46865","0.36439","1","0.021276","141","0.0141","P21","EC000832"
"Glycerophospholipid metabolism","50","50","4","3.3475","0.38192","0.60677","0.022519","4646","0.4646","P22","EC000477;EC000285;EC000286;EC000186"
"Pentose and Glucuronate Interconversions","8","8","1","0.5356","0.40439","1","0.024233","5144","0.5144","P23","EC00098"
"Squalene and cholesterol biosynthesis","9","9","1","0.60255","0.44191","1","0.027432","2925","0.2925","P24","EC000480"
"N-Glycan biosynthesis","10","10","1","0.6695","0.47711","1","0.030875","4677","0.4677","P25","EC000454"
"Propanoate metabolism","10","10","1","0.6695","0.47711","1","0.030875","2323","0.2323","P26","EC000441"
"Pyrimidine metabolism","57","57","4","3.8162","0.48388","0.69701","0.031592","6222","0.6222","P27","EC000320;EC00036;EC000171;EC000211"
"Vitamin E metabolism","26","26","2","1.7407","0.492","0.81213","0.032479","172","0.0172","P28","EC000943;EC000925"
"Starch and Sucrose Metabolism","11","11","1","0.73645","0.51012","1","0.034561","4940","0.494","P29","EC000165"
"Bile acid biosynthesis","29","29","2","1.9416","0.55199","0.84555","0.039995","502","0.0502","P30","EC000508;EC000377"
"Xenobiotics metabolism","48","48","3","3.2136","0.58935","0.81022","0.04571","7745","0.7745","P31","EC00025;EC000384;EC000661"
"Prostaglandin formation from arachidonate","48","48","3","3.2136","0.58935","0.81022","0.04571","4494","0.4494","P32","EC000146;EC000865;EC000625"
"Vitamin A (retinol) metabolism","14","14","1","0.9373","0.59732","1","0.047051","5947","0.5947","P33","EC000618"
"D4&E4-neuroprostanes formation","14","14","1","0.9373","0.59732","1","0.047051","2085","0.2085","P34","EC000146"
"Lysine metabolism","14","14","1","0.9373","0.59732","1","0.047051","8355","0.8355","P35","EC000292"
"Selenoamino acid metabolism","14","14","1","0.9373","0.59732","1","0.047051","6669","0.6669","P36","EC000102"
"Vitamin D3 (cholecalciferol) metabolism","17","17","1","1.1382","0.6692","1","0.061587","3184","0.3184","P37","EC000795"
"Tyrosine metabolism","89","89","5","5.9586","0.67083","0.81709","0.061976","7040","0.704","P38","EC000146;EC000826;EC000186;EC000529;EC00025"
"Aminosugars metabolism","19","19","1","1.2721","0.70995","1","0.072321","5673","0.5673","P39","EC00036"
"De novo fatty acid biosynthesis","20","20","1","1.339","0.72842","1","0.077975","7239","0.7239","P40","EC000810"
"Arginine and Proline Metabolism","20","20","1","1.339","0.72842","1","0.077975","6860","0.686","P41","EC00031"
"Drug metabolism - other enzymes","26","26","1","1.7407","0.81729","1","0.11531","8154","0.8154","P42","EC000721"
"Leukotriene metabolism","35","35","1","2.3433","0.89966","1","0.17873","7253","0.7253","P43","EC000792"
"Fatty acid activation","38","38","1","2.5441","0.91793","1","0.2009","9143","0.9143","P44","EC000583"
"Urea cycle/amino group metabolism","39","39","1","2.6111","0.92326","1","0.20833","9464","0.9464","P45","EC00031"
"Glycine, serine, alanine and threonine metabolism","44","44","1","2.9458","0.94521","1","0.24561","9245","0.9245","P46","EC00031"
