"","Pathway total","Hits.total","Hits.sig","Expected","FET","EASE","Gamma","Emp.Hits","Empirical","Pathway Number","EC.Hits"
"Ubiquinone Biosynthesis","13","13","1","1.123","0.66129","1","0.057875","8517","0.8517","P58","EC000125"
"Biopterin metabolism","14","14","1","1.2094","0.68851","1","0.064019","9598","0.9598","P59","EC000845"
"Tryptophan metabolism","113","113","8","9.7618","0.69518","0.80736","0.065652","9575","0.9575","P60","EC00018;EC00019;EC000205;EC000556;EC000557;EC00023;EC000671;EC000801"
"Vitamin B5 - CoA biosynthesis from pantothenate","15","15","1","1.2958","0.71356","1","0.070437","3458","0.3458","P61","EC000677"
"Vitamin E metabolism","15","15","1","1.2958","0.71356","1","0.070437","5602","0.5602","P62","EC0001242"
"Carnitine shuttle","32","32","2","2.7644","0.73833","0.92993","0.077642","78","0.0078","P63","EC0001258;EC0001264"
"Pyrimidine metabolism","63","63","4","5.4424","0.7551","0.8884","0.083087","3828","0.3828","P64","EC00035;EC00018;EC00019;EC000410"
"Fatty Acid Metabolism","18","18","1","1.555","0.77735","1","0.091157","1474","0.1474","P65","EC000168"
"Drug metabolism - other enzymes","18","18","1","1.555","0.77735","1","0.091157","3794","0.3794","P66","EC000938"
"Tyrosine metabolism","151","151","10","13.045","0.78592","0.86453","0.094556","10000","1","P67","EC00018;EC00019;EC000192;EC000193;EC000125;EC00035;EC000927;EC000782;EC000788;EC0001028"
"C21-steroid hormone biosynthesis and metabolism","52","52","3","4.4921","0.79907","0.92759","0.10013","4862","0.4862","P68","EC0001158;EC000280;EC00024"
"Sialic acid metabolism","23","23","1","1.9869","0.85391","1","0.12952","3792","0.3792","P69","EC00023"
"Prostaglandin formation from arachidonate","27","27","1","2.3325","0.89585","1","0.16243","4039","0.4039","P70","EC0001202"
"Androgen and estrogen biosynthesis and metabolism","28","28","1","2.4188","0.90431","1","0.17084","7981","0.7981","P71","EC000737"
"De novo fatty acid biosynthesis","29","29","1","2.5052","0.9121","1","0.17931","3855","0.3855","P72","EC000168"
"Fatty acid activation","37","37","1","3.1963","0.95553","1","0.24752","6040","0.604","P73","EC000168"
