"","Pathway total","Hits.total","Hits.sig","Expected","FET","EASE","Gamma","Emp.Hits","Empirical","Pathway Number","EC.Hits"
"Glycine, serine, alanine and threonine metabolism","49","49","7","6.7097","0.42637","0.59355","0.038448","1790","0.179","P28","EC000182;EC00031;EC000985;EC000243;EC000234;EC000236;EC00067"
"Glycerophospholipid metabolism","50","50","7","6.8467","0.44845","0.6144","0.041029","1453","0.1453","P29","EC000428;EC000623;EC000171;EC000545;EC00067;EC000115;EC000460"
"Alkaloid biosynthesis II","12","12","2","1.6432","0.45983","0.8015","0.042437","5510","0.551","P30","EC000860;EC000861"
"Glutamate metabolism","12","12","2","1.6432","0.45983","0.8015","0.042437","2343","0.2343","P31","EC000182;EC000583"
"Lipoate metabolism","5","5","1","0.68467","0.49165","1","0.046686","3337","0.3337","P32","EC00025"
"Phytanic acid peroxisomal oxidation","5","5","1","0.68467","0.49165","1","0.046686","42","0.0042","P33","EC000463"
"Sialic acid metabolism","14","14","2","1.9171","0.54477","0.84867","0.054957","2542","0.2542","P34","EC000545;EC000537"
"Glycosphingolipid biosynthesis - ganglioseries","6","6","1","0.8216","0.55616","1","0.056953","854","0.0854","P35","EC000537"
"Pentose and Glucuronate Interconversions","6","6","1","0.8216","0.55616","1","0.056953","140","0.014","P36","EC000150"
"Prostaglandin formation from dihomo gama-linoleic acid","6","6","1","0.8216","0.55616","1","0.056953","361","0.0361","P37","EC0001047"
"Drug metabolism - cytochrome P450","32","32","4","4.3819","0.59126","0.78746","0.063681","6246","0.6246","P38","EC000926;EC000934;EC000731;EC000928"
"Vitamin B3 (nicotinate and nicotinamide) metabolism","25","25","3","3.4233","0.63059","0.84237","0.072424","8203","0.8203","P39","EC00031;EC000147;EC00095"
"Pentose phosphate pathway","17","17","2","2.3279","0.65396","0.89936","0.078336","3952","0.3952","P40","EC000478;EC000150"
"Beta-Alanine metabolism","18","18","2","2.4648","0.68544","0.91218","0.087312","5351","0.5351","P41","EC000182;EC00076"
"Biopterin metabolism","9","9","1","1.2324","0.70482","1","0.093511","8510","0.851","P42","EC00048"
"Omega-3 fatty acid metabolism","9","9","1","1.2324","0.70482","1","0.093511","6751","0.6751","P43","EC000654"
"Omega-6 fatty acid metabolism","9","9","1","1.2324","0.70482","1","0.093511","2284","0.2284","P44","EC0001007"
"Methionine and cysteine metabolism","28","28","3","3.8341","0.70826","0.8855","0.094673","5645","0.5645","P45","EC000694;EC000266;EC000302"
"Aminosugars metabolism","19","19","2","2.6017","0.71455","0.92338","0.096842","5805","0.5805","P46","EC000658;EC000576"
"Butanoate metabolism","29","29","3","3.9711","0.73123","0.89727","0.10293","6527","0.6527","P47","EC000562;EC000182;EC000543"
"Tryptophan metabolism","93","93","10","12.735","0.76322","0.8507","0.11616","8924","0.8924","P48","EC000340;EC000539;EC000749;EC000322;EC0001095;EC000443;EC000608;EC000731;EC000739;EC000147"
"Ubiquinone Biosynthesis","11","11","1","1.5063","0.77525","1","0.12175","5286","0.5286","P49","EC000426"
"Vitamin D3 (cholecalciferol) metabolism","12","12","1","1.6432","0.80392","1","0.13672","5760","0.576","P50","EC000297"
"Vitamin B9 (folate) metabolism","12","12","1","1.6432","0.80392","1","0.13672","6670","0.667","P51","EC000415"
"Glutathione Metabolism","13","13","1","1.7801","0.82896","1","0.15213","7922","0.7922","P52","EC000594"
"Pyrimidine metabolism","44","44","4","6.0251","0.82903","0.93037","0.15217","7700","0.77","P53","EC000478;EC000376;EC000182;EC000373"
"Lysine metabolism","47","47","4","6.4359","0.86642","0.94846","0.18079","9812","0.9812","P54","EC000701;EC00025;EC000428;EC000222"
"Vitamin B6 (pyridoxine) metabolism","15","15","1","2.054","0.86991","1","0.1839","9892","0.9892","P55","EC000142"
"Arachidonic acid metabolism","27","27","2","3.6972","0.87519","0.97439","0.18879","6363","0.6363","P56","EC000397;EC000231"
"TCA cycle","16","16","1","2.1909","0.88656","1","0.2001","6016","0.6016","P57","EC000214"
"Ascorbate (Vitamin C) and Aldarate Metabolism","19","19","1","2.6017","0.92486","1","0.24912","8393","0.8393","P58","EC000150"
"Xenobiotics metabolism","46","46","3","6.2989","0.94488","0.98549","0.28566","9781","0.9781","P59","EC000371;EC000805;EC000534"
"Vitamin E metabolism","22","22","1","3.0125","0.95028","1","0.29767","8272","0.8272","P60","EC0001082"
"Purine metabolism","38","38","2","5.2035","0.96389","0.9944","0.3342","8779","0.8779","P61","EC000637;EC000453"
"Tyrosine metabolism","125","125","7","17.117","0.9981","0.99939","0.60338","9999","0.9999","P62","EC000426;EC0001153;EC000597;EC00048;EC000708;EC000999;EC000928"
