"","Pathway total","Hits.total","Hits.sig","Expected","FET","EASE","Gamma","Emp.Hits","Empirical","Pathway Number","EC.Hits"
"Tyrosine metabolism","151","151","10","9.6187","0.39068","0.51768","0.016766","9963","0.9963","P31","EC000381;EC000678;EC000192;EC0001174;EC00035;EC000223;EC000927;EC00088;EC000508;EC000782"
"Bile acid biosynthesis","24","24","2","1.5288","0.41608","0.7639","0.018261","231","0.0231","P32","EC000710;EC0001052"
"Vitamin D3 (cholecalciferol) metabolism","9","9","1","0.5733","0.42052","1","0.018537","235","0.0235","P33","EC0001052"
"Nitrogen metabolism","10","10","1","0.637","0.45474","1","0.020835","6784","0.6784","P34","EC00035"
"Aspartate and asparagine metabolism","109","109","7","6.9433","0.46058","0.61666","0.021258","4958","0.4958","P35","EC000106;EC000541;EC00035;EC000542;EC000452;EC00088;EC0001197"
"Linoleate metabolism","43","43","3","2.7391","0.46779","0.72439","0.021795","9253","0.9253","P36","EC00088;EC000920;EC000975"
"Keratan sulfate degradation","11","11","1","0.7007","0.48697","1","0.0233","3982","0.3982","P37","EC00022"
"Alkaloid biosynthesis II","11","11","1","0.7007","0.48697","1","0.0233","3342","0.3342","P38","EC000956"
"Heparan sulfate degradation","11","11","1","0.7007","0.48697","1","0.0233","3504","0.3504","P39","EC00022"
"TCA cycle","11","11","1","0.7007","0.48697","1","0.0233","1688","0.1688","P40","EC00046"
"N-Glycan Degradation","11","11","1","0.7007","0.48697","1","0.0233","4409","0.4409","P41","EC00022"
"Androgen and estrogen biosynthesis and metabolism","28","28","2","1.7836","0.4968","0.81491","0.024116","3581","0.3581","P42","EC000574;EC0001109"
"Tryptophan metabolism","113","113","7","7.1981","0.50045","0.65309","0.024428","8423","0.8423","P43","EC000433;EC000678;EC0001209;EC0001132;EC00022;EC000671;EC000335"
"De novo fatty acid biosynthesis","29","29","2","1.8473","0.51588","0.82586","0.025799","633","0.0633","P44","EC000894;EC000550"
"Vitamin B5 - CoA biosynthesis from pantothenate","15","15","1","0.9555","0.59814","1","0.034821","2950","0.295","P45","EC000644"
"Vitamin E metabolism","15","15","1","0.9555","0.59814","1","0.034821","5121","0.5121","P46","EC0001242"
"Vitamin B3 (nicotinate and nicotinamide) metabolism","34","34","2","2.1658","0.60403","0.87173","0.0356","6722","0.6722","P47","EC00035;EC000470"
"Porphyrin metabolism","17","17","1","1.0829","0.64444","1","0.041554","3822","0.3822","P48","EC000280"
"Histidine metabolism","38","38","2","2.4206","0.66559","0.89965","0.045154","6888","0.6888","P49","EC000654;EC000370"
"Arachidonic acid metabolism","19","19","1","1.2103","0.68548","1","0.048901","1956","0.1956","P50","EC00088"
"Alanine and Aspartate Metabolism","21","21","1","1.3377","0.72183","1","0.056826","8132","0.8132","P51","EC00035"
"Purine metabolism","45","45","2","2.8665","0.75482","0.93483","0.065512","4814","0.4814","P52","EC00046;EC00035"
"Urea cycle/amino group metabolism","92","92","4","5.8604","0.80528","0.91489","0.082621","9977","0.9977","P53","EC000106;EC000508;EC00045;EC000192"
"Glycosphingolipid metabolism","27","27","1","1.7199","0.80781","1","0.083634","3653","0.3653","P54","EC00022"
"Prostaglandin formation from arachidonate","27","27","1","1.7199","0.80781","1","0.083634","3040","0.304","P55","EC0001061"
"C21-steroid hormone biosynthesis and metabolism","52","52","2","3.3124","0.82304","0.95779","0.090133","5083","0.5083","P56","EC000574;EC000280"
"Valine, leucine and isoleucine degradation","30","30","1","1.911","0.84036","1","0.098453","4590","0.459","P57","EC00086"
"Glycine, serine, alanine and threonine metabolism","69","69","2","4.3953","0.92386","0.98546","0.16294","8859","0.8859","P58","EC0001151;EC00045"
"Butanoate metabolism","42","42","1","2.6754","0.92437","1","0.16355","8998","0.8998","P59","EC000768"
"Lysine metabolism","44","44","1","2.8028","0.93327","1","0.17491","9987","0.9987","P60","EC000668"
