"","Pathway total","Hits.total","Hits.sig","Expected","FET","EASE","Gamma","Emp.Hits","Empirical","Pathway Number","EC.Hits"
"Vitamin B9 (folate) metabolism","8","8","1","0.45909","0.35729","1","0.01408","2687","0.2687","P18","EC000249"
"Pyrimidine metabolism","57","57","4","3.271","0.36499","0.58854","0.014467","4723","0.4723","P19","EC00028;EC00075;EC00033;EC00093"
"Arachidonic acid metabolism","24","24","2","1.3773","0.37189","0.73065","0.014823","3862","0.3862","P20","EC000655;EC000197"
"Squalene and cholesterol biosynthesis","9","9","1","0.51647","0.39199","1","0.015919","2364","0.2364","P21","EC000288"
"Alanine and Aspartate Metabolism","9","9","1","0.51647","0.39199","1","0.015919","1902","0.1902","P22","EC00028"
"Glutamate metabolism","9","9","1","0.51647","0.39199","1","0.015919","1403","0.1403","P23","EC00028"
"Vitamin E metabolism","26","26","2","1.492","0.411","0.7589","0.017037","128","0.0128","P24","EC000915;EC000936"
"Starch and Sucrose Metabolism","11","11","1","0.63124","0.45598","1","0.020051","5527","0.5527","P25","EC000332"
"Fructose and mannose metabolism","13","13","1","0.74601","0.51334","1","0.024803","6050","0.605","P26","EC000264"
"Vitamin B3 (nicotinate and nicotinamide) metabolism","14","14","1","0.8034","0.53975","1","0.027414","2220","0.222","P27","EC00028"
"Valine, leucine and isoleucine degradation","16","16","1","0.91817","0.58843","1","0.033105","3994","0.3994","P28","EC00057"
"Aspartate and asparagine metabolism","37","37","2","2.1233","0.6014","0.86946","0.034848","6733","0.6733","P29","EC000306;EC00028"
"Sialic acid metabolism","17","17","1","0.97556","0.61083","1","0.036183","5836","0.5836","P30","EC00033"
"Ascorbate (Vitamin C) and Aldarate Metabolism","17","17","1","0.97556","0.61083","1","0.036183","8520","0.852","P31","EC000358"
"Glycolysis and Gluconeogenesis","18","18","1","1.0329","0.63204","1","0.039413","3713","0.3713","P32","EC00033"
"TCA cycle","18","18","1","1.0329","0.63204","1","0.039413","8550","0.855","P33","EC00033"
"Galactose metabolism","19","19","1","1.0903","0.65211","1","0.042793","4792","0.4792","P34","EC000332"
"De novo fatty acid biosynthesis","20","20","1","1.1477","0.6711","1","0.04632","6821","0.6821","P35","EC000809"
"Arginine and Proline Metabolism","20","20","1","1.1477","0.6711","1","0.04632","6591","0.6591","P36","EC00028"
"Pentose phosphate pathway","22","22","1","1.2625","0.70609","1","0.0538","8626","0.8626","P37","EC000105"
"Androgen and estrogen biosynthesis and metabolism","24","24","1","1.3773","0.73742","1","0.061824","6193","0.6193","P38","EC000801"
"Glycosphingolipid metabolism","26","26","1","1.492","0.76546","1","0.070354","4628","0.4628","P39","EC000187"
"Drug metabolism - other enzymes","26","26","1","1.492","0.76546","1","0.070354","7458","0.7458","P40","EC000725"
"Bile acid biosynthesis","29","29","1","1.6642","0.8021","1","0.084011","1980","0.198","P41","EC000472"
"Methionine and cysteine metabolism","29","29","1","1.6642","0.8021","1","0.084011","8873","0.8873","P42","EC000779"
"Tryptophan metabolism","37","37","1","2.1233","0.87451","1","0.12449","9146","0.9146","P43","EC000103"
"Fatty acid activation","38","38","1","2.1807","0.88149","1","0.12987","8576","0.8576","P44","EC0001010"
"Urea cycle/amino group metabolism","39","39","1","2.238","0.88809","1","0.13531","8999","0.8999","P45","EC000835"
"Xenobiotics metabolism","48","48","1","2.7545","0.93335","1","0.18599","9738","0.9738","P46","EC000646"
"Prostaglandin formation from arachidonate","48","48","1","2.7545","0.93335","1","0.18599","8505","0.8505","P47","EC000197"
"C21-steroid hormone biosynthesis and metabolism","48","48","1","2.7545","0.93335","1","0.18599","7900","0.79","P48","EC000981"
