"","Pathway total","Hits.total","Hits.sig","Expected","FET","EASE","Gamma","Emp.Hits","Empirical","Pathway Number","EC.Hits"
"Fatty acid activation","36","36","3","2.9508","0.52145","0.76636","0.019898","1256","0.1256","P41","EC000139;EC000449;EC000451"
"Glycerophospholipid metabolism","50","50","4","4.0984","0.53241","0.73834","0.020792","3084","0.3084","P42","EC000652;EC000636;EC00036;EC000362"
"Ubiquinone Biosynthesis","11","11","1","0.90164","0.58064","1","0.025315","2803","0.2803","P43","EC00096"
"Vitamin D3 (cholecalciferol) metabolism","12","12","1","0.98361","0.61266","1","0.028949","3039","0.3039","P44","EC000468"
"Vitamin B9 (folate) metabolism","12","12","1","0.98361","0.61266","1","0.028949","4668","0.4668","P45","EC00036"
"Methionine and cysteine metabolism","28","28","2","2.2951","0.63951","0.88947","0.032472","4932","0.4932","P46","EC000497;EC00036"
"Fructose and mannose metabolism","13","13","1","1.0656","0.64227","1","0.032863","5760","0.576","P47","EC000408"
"Galactose metabolism","15","15","1","1.2295","0.69494","1","0.041512","6411","0.6411","P48","EC00081"
"Phosphatidylinositol phosphate metabolism","15","15","1","1.2295","0.69494","1","0.041512","5730","0.573","P49","EC000139"
"Vitamin B6 (pyridoxine) metabolism","15","15","1","1.2295","0.69494","1","0.041512","7962","0.7962","P50","EC000143"
"Urea cycle/amino group metabolism","76","76","5","6.2295","0.69846","0.83806","0.042183","9245","0.9245","P51","EC000176;EC000554;EC000237;EC00026;EC00027"
"Drug metabolism - other enzymes","16","16","1","1.3115","0.71832","1","0.046232","5497","0.5497","P52","EC000945"
"Glycine, serine, alanine and threonine metabolism","49","49","3","4.0164","0.73307","0.89505","0.049555","6731","0.6731","P53","EC0001045;EC00036;EC000497"
"Aminosugars metabolism","19","19","1","1.5574","0.77835","1","0.061853","7316","0.7316","P54","EC00081"
"Purine metabolism","38","38","2","3.1148","0.79807","0.95038","0.068456","6615","0.6615","P55","EC00026;EC00027"
"Tyrosine metabolism","125","125","7","10.246","0.85713","0.92435","0.095112","9480","0.948","P56","EC000597;EC000510;EC00049;EC000836;EC000955;EC000497;EC000722"
"Valine, leucine and isoleucine degradation","25","25","1","2.0492","0.86304","1","0.098563","7669","0.7669","P57","EC00082"
"Drug metabolism - cytochrome P450","32","32","1","2.623","0.92216","1","0.14745","8789","0.8789","P58","EC000673"
"Linoleate metabolism","47","47","1","3.8525","0.97711","1","0.25854","9894","0.9894","P59","EC000994"
"Tryptophan metabolism","93","93","1","7.623","0.99952","1","0.5433","9983","0.9983","P60","EC000735"
