"","Pathway total","Hits.total","Hits.sig","Expected","FET","EASE","Gamma","Emp.Hits","Empirical","Pathway Number","EC.Hits"
"Vitamin A (retinol) metabolism","19","19","4","3.0672","0.30883","0.5492","0.041598","844","0.0844","P22","EC000997;EC000550;EC000278;EC00015"
"Lysine metabolism","44","44","8","7.103","0.32506","0.48127","0.043266","9720","0.972","P23","EC00015;EC000273;EC000765;EC000763;EC000608;EC000460;EC00027;EC000669"
"Vitamin B6 (pyridoxine) metabolism","14","14","3","2.26","0.3462","0.63615","0.045556","8024","0.8024","P24","EC00014;EC000301;EC000390"
"Alanine and Aspartate Metabolism","21","21","4","3.3901","0.38147","0.62067","0.0497","5844","0.5844","P25","EC00015;EC00032;EC000447;EC00030"
"Mono-unsaturated fatty acid beta-oxidation","3","3","1","0.48429","0.38308","1","0.0499","1092","0.1092","P26","EC00015"
"Proteoglycan biosynthesis","3","3","1","0.48429","0.38308","1","0.0499","213","0.0213","P27","EC00031"
"1- and 2-Methylnaphthalene degradation","3","3","1","0.48429","0.38308","1","0.0499","1191","0.1191","P28","EC000971"
"Saturated fatty acids beta-oxidation","9","9","2","1.4529","0.39591","0.7641","0.051524","0","0","P29","EC000614;EC000735"
"Hexose phosphorylation","16","16","3","2.5829","0.43261","0.7097","0.056526","7854","0.7854","P30","EC000833;EC000123;EC000124"
"Omega-6 fatty acid metabolism","10","10","2","1.6143","0.45102","0.79922","0.059253","0","0","P31","EC00015;EC000156"
"Glycine, serine, alanine and threonine metabolism","69","69","11","11.139","0.45134","0.58241","0.059302","2804","0.2804","P32","EC00015;EC000215;EC00032;EC0001091;EC000270;EC000258;EC00047;EC00039;EC000319;EC00077;EC000554"
"Porphyrin metabolism","17","17","3","2.7443","0.47432","0.74159","0.062935","2677","0.2677","P33","EC000447;EC000258;EC000280"
"Purine metabolism","45","45","7","7.2644","0.51289","0.67527","0.069662","2607","0.2607","P34","EC00015;EC00031;EC000318;EC000315;EC000177;EC000352;EC00030"
"Fatty Acid Metabolism","18","18","3","2.9058","0.51458","0.77046","0.069977","88","0.0088","P35","EC000735;EC000586;EC000513"
"Tryptophan metabolism","113","113","17","18.242","0.52152","0.62144","0.071286","9812","0.9812","P36","EC00015;EC000204;EC0001072;EC000367;EC000567;EC000628;EC000819;EC0001209;EC00072;EC0001078;EC0001132;EC0001136;EC000333;EC000209;EC000211;EC000802;EC000335"
"Glycerophospholipid metabolism","60","60","9","9.6859","0.54581","0.68401","0.076116","1349","0.1349","P37","EC000625;EC000536;EC00064;EC00039;EC000477;EC000895;EC00077;EC000513;EC000156"
"Prostaglandin formation from dihomo gama-linoleic acid","5","5","1","0.80716","0.55324","1","0.077674","1253","0.1253","P38","EC0001112"
"Drug metabolism - cytochrome P450","34","34","5","5.4887","0.5858","0.76457","0.084995","8626","0.8626","P39","EC0001026;EC0001037;EC0001023;EC000903;EC0001027"
"Glycosphingolipid metabolism","27","27","4","4.3586","0.58685","0.78666","0.085245","656","0.0656","P40","EC000179;EC00031;EC00039;EC000533"
"Prostaglandin formation from arachidonate","27","27","4","4.3586","0.58685","0.78666","0.085245","472","0.0472","P41","EC000852;EC000965;EC000156;EC00015"
"Pentose phosphate pathway","27","27","4","4.3586","0.58685","0.78666","0.085245","2524","0.2524","P42","EC000536;EC00015;EC000477;EC000352"
"Beta-Alanine metabolism","20","20","3","3.2286","0.58988","0.81988","0.085973","13","0.0013","P43","EC000215;EC00092;EC00030"
"Omega-3 fatty acid metabolism","13","13","2","2.0986","0.59744","0.87631","0.087825","426","0.0426","P44","EC00015;EC000716"
"Pyrimidine metabolism","63","63","9","10.17","0.60919","0.73789","0.090804","2017","0.2017","P45","EC000536;EC000228;EC00015;EC00031;EC000215;EC000254;EC000352;EC000163;EC00030"
"Lipoate metabolism","6","6","1","0.96859","0.6199","1","0.093634","4781","0.4781","P46","EC00027"
"Phytanic acid peroxisomal oxidation","6","6","1","0.96859","0.6199","1","0.093634","0","0","P47","EC00015"
"Vitamin B1 (thiamin) metabolism","7","7","1","1.13","0.67665","1","0.11074","3412","0.3412","P48","EC00015"
"Arginine and Proline Metabolism","53","53","7","8.5558","0.69537","0.82056","0.1173","9935","0.9935","P49","EC00032;EC000608;EC000647;EC000128;EC000540;EC000258;EC00030"
"Bile acid biosynthesis","24","24","3","3.8743","0.71642","0.89118","0.12534","608","0.0608","P50","EC0001065;EC000743;EC00015"
"Xenobiotics metabolism","47","47","6","7.5873","0.72258","0.84859","0.12783","7249","0.7249","P51","EC000841;EC00031;EC000937;EC000335;EC000982;EC000586"
"Carnitine shuttle","32","32","4","5.1658","0.72405","0.87469","0.12844","11","0.0011","P52","EC0001258;EC000614;EC0001262;EC0001252"
"Glycosphingolipid biosynthesis - ganglioseries","8","8","1","1.2914","0.72497","1","0.12882","3436","0.3436","P53","EC00031"
"Putative anti-Inflammatory metabolites formation from EPA","8","8","1","1.2914","0.72497","1","0.12882","1179","0.1179","P54","EC0001241"
"CoA Catabolism","8","8","1","1.2914","0.72497","1","0.12882","7820","0.782","P55","EC00015"
"Vitamin D3 (cholecalciferol) metabolism","9","9","1","1.4529","0.7661","1","0.14767","2373","0.2373","P56","EC0001108"
"Drug metabolism - other enzymes","18","18","2","2.9058","0.77325","0.94499","0.15135","4227","0.4227","P57","EC000686;EC000901"
"Glutathione Metabolism","19","19","2","3.0672","0.79915","0.95324","0.16593","3363","0.3363","P58","EC000540;EC0001024"
"Arachidonic acid metabolism","19","19","2","3.0672","0.79915","0.95324","0.16593","3077","0.3077","P59","EC00015;EC000156"
"Carbon fixation","10","10","1","1.6143","0.80111","1","0.16712","7647","0.7647","P60","EC00030"
"Nitrogen metabolism","10","10","1","1.6143","0.80111","1","0.16712","9866","0.9866","P61","EC00030"
"N-Glycan biosynthesis","11","11","1","1.7757","0.8309","1","0.18701","5814","0.5814","P62","EC000844"
"Keratan sulfate degradation","11","11","1","1.7757","0.8309","1","0.18701","8519","0.8519","P63","EC000179"
"N-Glycan Degradation","11","11","1","1.7757","0.8309","1","0.18701","8886","0.8886","P64","EC000179"
"Valine, leucine and isoleucine degradation","30","30","3","4.8429","0.84702","0.95076","0.19942","1672","0.1672","P65","EC00015;EC00085;EC000215"
"Aminosugars metabolism","30","30","3","4.8429","0.84702","0.95076","0.19942","4223","0.4223","P66","EC0001244;EC000895;EC000179"
"Propanoate metabolism","12","12","1","1.9372","0.85625","1","0.20718","4475","0.4475","P67","EC00015"
"Sialic acid metabolism","23","23","2","3.7129","0.87837","0.97562","0.22807","3600","0.36","P68","EC00039;EC000179"
"Butanoate metabolism","42","42","4","6.7801","0.89287","0.96102","0.24396","8108","0.8108","P69","EC00015;EC000623;EC000857;EC000215"
"Vitamin B5 - CoA biosynthesis from pantothenate","15","15","1","2.4215","0.91177","1","0.26819","7954","0.7954","P70","EC00015"
"Ascorbate (Vitamin C) and Aldarate Metabolism","16","16","1","2.5829","0.92504","1","0.28836","3323","0.3323","P71","EC000326"
"Fatty acid activation","37","37","3","5.9729","0.93078","0.98128","0.29813","3695","0.3695","P72","EC00015;EC000513;EC000629"
"Fructose and mannose metabolism","18","18","1","2.9058","0.94592","1","0.32801","9610","0.961","P73","EC000477"
"Aspartate and asparagine metabolism","109","109","11","17.596","0.95152","0.9747","0.341","9894","0.9894","P74","EC00015;EC000258;EC0001076;EC000631;EC00047;EC000215;EC00030;EC00032;EC000540;EC000608;EC00027"
"Glutamate metabolism","19","19","1","3.0672","0.95407","1","0.34739","8784","0.8784","P75","EC000215"
"Galactose metabolism","23","23","1","3.7129","0.97615","1","0.42114","9438","0.9438","P76","EC000477"
"Glycolysis and Gluconeogenesis","27","27","1","4.3586","0.98764","1","0.48816","9831","0.9831","P77","EC00015"
