"","Pathway total","Hits.total","Hits.sig","Expected","FET","EASE","Gamma","Emp.Hits","Empirical","Pathway Number","EC.Hits"
"Aminosugars metabolism","19","19","1","1.0444","0.63103","1","0.022857","5374","0.5374","P34","EC000178"
"Pyrimidine metabolism","44","44","2","2.4185","0.66644","0.89914","0.027008","6634","0.6634","P35","EC000183;EC000124"
"Xenobiotics metabolism","46","46","2","2.5284","0.69064","0.90933","0.030362","6497","0.6497","P36","EC000882;EC000805"
"Glycosphingolipid metabolism","23","23","1","1.2642","0.70156","1","0.032037","7126","0.7126","P37","EC000291"
"Vitamin B3 (nicotinate and nicotinamide) metabolism","25","25","1","1.3742","0.73167","1","0.037275","8960","0.896","P38","EC000431"
"Glycerophospholipid metabolism","50","50","2","2.7483","0.7348","0.92678","0.037877","5493","0.5493","P39","EC000291;EC000898"
"Butanoate metabolism","29","29","1","1.594","0.78322","1","0.048968","7545","0.7545","P40","EC000183"
"Carnitine shuttle","30","30","1","1.649","0.79451","1","0.05213","6304","0.6304","P41","EC0001134"
"Arginine and Proline Metabolism","44","44","1","2.4185","0.90329","1","0.10434","9534","0.9534","P42","EC000221"
"Urea cycle/amino group metabolism","76","76","2","4.1774","0.91081","0.98211","0.11057","9835","0.9835","P43","EC000183;EC000221"
"Aspartate and asparagine metabolism","83","83","2","4.5622","0.93488","0.98783","0.13545","9798","0.9798","P44","EC000183;EC000221"
"C21-steroid hormone biosynthesis and metabolism","58","58","1","3.188","0.95495","1","0.16542","6811","0.6811","P45","EC000391"
"Tryptophan metabolism","93","93","2","5.1119","0.95897","0.99302","0.1731","9377","0.9377","P46","EC0001107;EC000734"
