"","Pathway total","Hits.total","Hits.sig","Expected","FET","EASE","Gamma","Emp.Hits","Empirical","Pathway Number","EC.Hits"
"Pentose phosphate pathway","17","17","2","1.4426","0.38949","0.74837","0.011036","2917","0.2917","P23","EC000479;EC00020"
"N-Glycan biosynthesis","7","7","1","0.59402","0.43576","1","0.013198","2071","0.2071","P24","EC00020"
"Heparan sulfate degradation","7","7","1","0.59402","0.43576","1","0.013198","5053","0.5053","P25","EC00020"
"Histidine metabolism","32","32","3","2.7155","0.46446","0.72455","0.014773","6915","0.6915","P26","EC000593;EC000664;EC000344"
"Alanine and Aspartate Metabolism","20","20","2","1.6972","0.473","0.8032","0.015281","8383","0.8383","P27","EC000387;EC000176"
"Linoleate metabolism","47","47","4","3.9884","0.51022","0.72133","0.017737","7754","0.7754","P28","EC000995;EC000981;EC000641;EC000806"
"Biopterin metabolism","9","9","1","0.76374","0.5212","1","0.018544","6820","0.682","P29","EC00047"
"Omega-3 fatty acid metabolism","9","9","1","0.76374","0.5212","1","0.018544","4471","0.4471","P30","EC000806"
"Vitamin E metabolism","22","22","2","1.8669","0.5248","0.83301","0.018817","2508","0.2508","P31","EC0001091;EC000971"
"Glycosphingolipid metabolism","23","23","2","1.9518","0.54941","0.8462","0.020816","5586","0.5586","P32","EC000291;EC00020"
"Glycerophospholipid metabolism","50","50","4","4.243","0.56109","0.76044","0.021848","3404","0.3404","P33","EC000479;EC000806;EC000291;EC00020"
"Purine metabolism","38","38","3","3.2247","0.58384","0.80892","0.024031","4131","0.4131","P34","EC000199;EC000794;EC000650"
"Glycolysis and Gluconeogenesis","11","11","1","0.93346","0.59383","1","0.025069","4703","0.4703","P35","EC00020"
"Tryptophan metabolism","93","93","7","7.892","0.60652","0.74589","0.026463","6748","0.6748","P36","EC000742;EC000441;EC000737;EC000473;EC000180;EC00020;EC000313"
"Vitamin D3 (cholecalciferol) metabolism","12","12","1","1.0183","0.62594","1","0.028777","3990","0.399","P37","EC000468"
"Arachidonic acid metabolism","27","27","2","2.2912","0.63886","0.8894","0.030447","3447","0.3447","P38","EC000806;EC000379"
"Aspartate and asparagine metabolism","83","83","6","7.0434","0.64788","0.78944","0.031682","8566","0.8566","P39","EC000237;EC000221;EC000222;EC000176;EC000555;EC000542"
"Hexose phosphorylation","13","13","1","1.1032","0.65554","1","0.032778","7884","0.7884","P40","EC00020"
"Glutathione Metabolism","13","13","1","1.1032","0.65554","1","0.032778","6551","0.6551","P41","EC000465"
"Sialic acid metabolism","14","14","1","1.188","0.68283","1","0.037067","4380","0.438","P42","EC00020"
"De novo fatty acid biosynthesis","30","30","2","2.5458","0.69649","0.9137","0.039469","3924","0.3924","P43","EC000806;EC000803"
"Galactose metabolism","15","15","1","1.2729","0.70797","1","0.041636","6489","0.6489","P44","EC00020"
"Phosphatidylinositol phosphate metabolism","15","15","1","1.2729","0.70797","1","0.041636","5973","0.5973","P45","EC00020"
"Glycine, serine, alanine and threonine metabolism","49","49","3","4.1581","0.75509","0.90637","0.052243","6994","0.6994","P46","EC000113;EC000243;EC000116"
"Tyrosine metabolism","125","125","8","10.608","0.78637","0.87331","0.061235","9124","0.9124","P47","EC000598;EC000511;EC000281;EC00047;EC000196;EC000291;EC000457;EC000722"
"Fatty acid activation","36","36","2","3.055","0.78922","0.94757","0.062154","3651","0.3651","P48","EC000806;EC000803"
"Fatty Acid Metabolism","26","26","1","2.2064","0.88289","1","0.10698","6688","0.6688","P49","EC000803"
"Methionine and cysteine metabolism","28","28","1","2.3761","0.90092","1","0.12099","8374","0.8374","P50","EC000540"
"Carnitine shuttle","30","30","1","2.5458","0.9162","1","0.13539","8203","0.8203","P51","EC00012"
"Drug metabolism - cytochrome P450","32","32","1","2.7155","0.92914","1","0.15009","9049","0.9049","P52","EC000926"
"Pyrimidine metabolism","44","44","1","3.7338","0.97428","1","0.2404","9792","0.9792","P53","EC000479"
