"","Pathway total","Hits.total","Hits.sig","Expected","FET","EASE","Gamma","Emp.Hits","Empirical","Pathway Number","EC.Hits"
"Glycolysis and Gluconeogenesis","11","11","1","1.0926","0.6543","1","0.071307","4473","0.4473","P45","EC000375"
"Ubiquinone Biosynthesis","11","11","1","1.0926","0.6543","1","0.071307","3239","0.3239","P46","EC00098"
"Aspartate and asparagine metabolism","83","83","7","8.244","0.6547","0.78536","0.071407","8797","0.8797","P47","EC00090;EC000235;EC000236;EC000978;EC000974;EC000285;EC000554"
"Leukotriene metabolism","24","24","2","2.3838","0.66232","0.90054","0.073349","4546","0.4546","P48","EC0001047;EC000126"
"Valine, leucine and isoleucine degradation","25","25","2","2.4831","0.68463","0.90977","0.079436","2951","0.2951","P49","EC000131;EC0001054"
"Alkaloid biosynthesis II","12","12","1","1.1919","0.68629","1","0.079917","7025","0.7025","P50","EC000111"
"Limonene and pinene degradation","12","12","1","1.1919","0.68629","1","0.079917","9808","0.9808","P51","EC000399"
"Purine metabolism","38","38","3","3.7743","0.69374","0.87539","0.082109","4238","0.4238","P52","EC000203;EC000121;EC00070"
"Prostaglandin formation from arachidonate","26","26","2","2.5824","0.70573","0.91814","0.085806","1753","0.1753","P53","EC0001047;EC000126"
"Fructose and mannose metabolism","13","13","1","1.2912","0.71535","1","0.088935","7339","0.7339","P54","EC00056"
"Vitamin B6 (pyridoxine) metabolism","15","15","1","1.4899","0.76571","1","0.10806","9658","0.9658","P55","EC00014"
"TCA cycle","16","16","1","1.5892","0.78747","1","0.11809","3939","0.3939","P56","EC000677"
"Pentose phosphate pathway","17","17","1","1.6885","0.80722","1","0.1284","5654","0.5654","P57","EC00070"
"Beta-Alanine metabolism","18","18","1","1.7878","0.82516","1","0.13894","7346","0.7346","P58","EC000285"
"Ascorbate (Vitamin C) and Aldarate Metabolism","19","19","1","1.8872","0.84144","1","0.14968","7093","0.7093","P59","EC000299"
"Vitamin E metabolism","22","22","1","2.1851","0.88181","1","0.18281","6847","0.6847","P60","EC000299"
"Vitamin B3 (nicotinate and nicotinamide) metabolism","25","25","1","2.4831","0.91197","1","0.21673","9879","0.9879","P61","EC000249"
"Fatty Acid Metabolism","26","26","1","2.5824","0.92022","1","0.2281","7401","0.7401","P62","EC000535"
"Xenobiotics metabolism","46","46","2","4.5689","0.93604","0.98856","0.25357","9670","0.967","P63","EC000767;EC000535"
"Glycine, serine, alanine and threonine metabolism","49","49","2","4.8669","0.95001","0.99151","0.28169","9278","0.9278","P64","EC000235;EC000236"
"Drug metabolism - cytochrome P450","32","32","1","3.1784","0.95589","1","0.2958","9602","0.9602","P65","EC000939"
"Pyrimidine metabolism","44","44","1","4.3703","0.98665","1","0.42154","9923","0.9923","P66","EC000225"
