"","Pathway total","Hits.total","Hits.sig","Expected","FET","EASE","Gamma","Emp.Hits","Empirical","Pathway Number","EC.Hits"
"TCA cycle","16","16","1","1.9286","0.8504","1","0.17333","4788","0.4788","P51","EC000101"
"Drug metabolism - other enzymes","16","16","1","1.9286","0.8504","1","0.17333","8091","0.8091","P52","EC000827"
"De novo fatty acid biosynthesis","30","30","2","3.6162","0.86519","0.97144","0.18571","6589","0.6589","P53","EC000331;EC000127"
"Squalene and cholesterol biosynthesis","17","17","1","2.0492","0.86728","1","0.18757","3999","0.3999","P54","EC000900"
"Pentose phosphate pathway","17","17","1","2.0492","0.86728","1","0.18757","6450","0.645","P55","EC000150"
"Porphyrin metabolism","18","18","1","2.1697","0.88226","1","0.20195","7041","0.7041","P56","EC00037"
"Pyrimidine metabolism","44","44","3","5.3038","0.88579","0.96486","0.20561","8500","0.85","P57","EC00034;EC00017;EC000123"
"Drug metabolism - cytochrome P450","32","32","2","3.8573","0.88846","0.97755","0.20846","9095","0.9095","P58","EC000920;EC000938"
"Tryptophan metabolism","93","93","7","11.21","0.91309","0.95828","0.2386","9680","0.968","P59","EC00017;EC000568;EC000499;EC000441;EC00063;EC000473;EC000310"
"Glycerophospholipid metabolism","50","50","2","6.027","0.98187","0.99748","0.41686","9328","0.9328","P60","EC00067;EC000127"
"Fatty acid activation","36","36","1","4.3394","0.98665","1","0.44777","8447","0.8447","P61","EC000331"
