"","Pathway total","Hits.total","Hits.sig","Expected","FET","EASE","Gamma","Emp.Hits","Empirical","Pathway Number","EC.Hits"
"Drug metabolism - other enzymes","18","18","7","6.8482","0.45155","0.64427","0.13459","1445","0.1445","P36","EC0001049;EC0001044;EC0001042;EC0001040;EC0001045;EC000900;EC000901"
"Tyrosine metabolism","151","151","54","57.449","0.45242","0.51604","0.13482","10000","1","P37","EC00020;EC00016;EC0001078;EC000465;EC000373;EC00019;EC000381;EC000339;EC000999;EC000678;EC000192;EC000193;EC000923;EC000925;EC0001233;EC0001234;EC000606;EC0001195;EC00052;EC00054;EC000909;EC000662;EC000878;EC000879;EC00057;EC0001174;EC0001175;EC000568;EC000279;EC000124;EC00035;EC00037;EC000791;EC000223;EC000927;EC000322;EC000886;EC00088;EC000508;EC000510;EC000554;EC000783;EC000785;EC000789;EC000790;EC000155;EC000326;EC000794;EC00073;EC00026;EC0001103;EC0001027;EC0001028;EC0001029"
"Vitamin B1 (thiamin) metabolism","7","7","3","2.6632","0.46827","0.76593","0.13901","1339","0.1339","P38","EC000200;EC00020;EC000459"
"Pentose phosphate pathway","27","27","10","10.272","0.48486","0.64161","0.14358","1208","0.1208","P39","EC00084;EC000182;EC000537;EC00059;EC00074;EC00075;EC000181;EC000477;EC00022;EC000351"
"Ubiquinone Biosynthesis","13","13","5","4.9459","0.50037","0.72142","0.14803","5858","0.5858","P40","EC000241;EC000242;EC00016;EC000465;EC000124"
"Pyrimidine metabolism","63","63","22","23.969","0.5558","0.65517","0.16551","921","0.0921","P41","EC000537;EC00034;EC000228;EC00035;EC00037;EC000241;EC000242;EC00019;EC000410;EC000212;EC000215;EC00026;EC00073;EC000402;EC00046;EC000254;EC000235;EC000351;EC00059;EC000163;EC000111;EC00030"
"Vitamin H (biotin) metabolism","5","5","2","1.9023","0.57228","0.88394","0.17124","796","0.0796","P42","EC00027;EC00028"
"Prostaglandin formation from dihomo gama-linoleic acid","5","5","2","1.9023","0.57228","0.88394","0.17124","2353","0.2353","P43","EC000337;EC0001112"
"CoA Catabolism","8","8","3","3.0436","0.5731","0.83084","0.17153","4398","0.4398","P44","EC000384;EC000395;EC000396"
"Squalene and cholesterol biosynthesis","11","11","4","4.185","0.57557","0.79987","0.17242","325","0.0325","P45","EC000573;EC0003;EC000250;EC00073"
"TCA cycle","11","11","4","4.185","0.57557","0.79987","0.17242","2977","0.2977","P46","EC00020;EC000241;EC000242;EC00046"
"Glycosylphosphatidylinositol(GPI)-anchor biosynthesis","2","2","1","0.76091","0.57794","1","0.17327","3632","0.3632","P47","EC00059"
"Dynorphin metabolism","2","2","1","0.76091","0.57794","1","0.17327","0","0","P48","EC0001127"
"Galactose metabolism","23","23","8","8.7504","0.58835","0.74685","0.1771","4532","0.4532","P49","EC00022;EC00059;EC00098;EC000739;EC000477;EC00034;EC00074;EC00075"
"De novo fatty acid biosynthesis","29","29","10","11.033","0.59472","0.73591","0.17949","66","0.0066","P50","EC000355;EC000893;EC000168;EC000894;EC000550;EC0001170;EC000586;EC000629;EC000156;EC000512"
"Leukotriene metabolism","24","24","8","9.1309","0.6449","0.79011","0.20007","429","0.0429","P51","EC0001220;EC000429;EC0001094;EC0001217;EC000156;EC0001169;EC0001168;EC0001139"
"Glycosphingolipid metabolism","27","27","9","10.272","0.64491","0.78245","0.20007","1185","0.1185","P52","EC000322;EC00022;EC000218;EC000168;EC000195;EC00039;EC000950;EC000951;EC000533"
"Fatty Acid Metabolism","18","18","6","6.8482","0.64696","0.81182","0.20098","133","0.0133","P53","EC000194;EC000586;EC0001260;EC000168;EC000512;EC0001253"
"Fructose and mannose metabolism","18","18","6","6.8482","0.64696","0.81182","0.20098","8173","0.8173","P54","EC00059;EC00022;EC00074;EC00075;EC000477;EC000613"
"Phosphatidylinositol phosphate metabolism","18","18","6","6.8482","0.64696","0.81182","0.20098","1956","0.1956","P55","EC00022;EC000495;EC000688;EC00059;EC000475;EC000168"
"Vitamin B5 - CoA biosynthesis from pantothenate","15","15","5","5.7068","0.64977","0.82764","0.20224","4257","0.4257","P56","EC00034;EC000644;EC000395;EC000396;EC000384"
"Vitamin D3 (cholecalciferol) metabolism","9","9","3","3.4241","0.66395","0.87907","0.20877","420","0.042","P57","EC0001221;EC000521;EC0001052"
"Saturated fatty acids beta-oxidation","9","9","3","3.4241","0.66395","0.87907","0.20877","0","0","P58","EC000614;EC000194;EC000168"
"Parathio degradation","6","6","2","2.2827","0.68186","0.92465","0.21746","0","0","P59","EC000898;EC000400"
"Arachidonic acid metabolism","19","19","6","7.2286","0.70554","0.85069","0.22981","2318","0.2318","P60","EC00019;EC000429;EC000337;EC000893;EC00088;EC000156"
"Hexose phosphorylation","16","16","5","6.0873","0.71282","0.86668","0.23383","9949","0.9949","P61","EC00022;EC000833;EC000206;EC00059;EC000124"
"Dimethyl-branched-chain fatty acid mitochondrial beta-oxidation","3","3","1","1.1414","0.72599","1","0.24136","0","0","P62","EC0001144"
"Nucleotide Sugar Metabolism","3","3","1","1.1414","0.72599","1","0.24136","3632","0.3632","P63","EC00059"
"1- and 2-Methylnaphthalene degradation","3","3","1","1.1414","0.72599","1","0.24136","5595","0.5595","P64","EC000970"
"Carnitine shuttle","32","32","10","12.175","0.73526","0.84314","0.24691","2","2e-04","P65","EC0001274;EC000614;EC0001264;EC0001266;EC0001261;EC000194;EC0001247;EC0001276;EC0001252;EC0001259"
"Sialic acid metabolism","23","23","7","8.7504","0.74944","0.87008","0.25577","1260","0.126","P66","EC000856;EC00098;EC000739;EC00022;EC00046;EC00059;EC00039"
"Chondroitin sulfate degradation","7","7","2","2.6632","0.7673","0.95111","0.26769","9532","0.9532","P67","EC00022;EC00084"
"Starch and Sucrose Metabolism","7","7","2","2.6632","0.7673","0.95111","0.26769","8650","0.865","P68","EC00059;EC00022"
"Porphyrin metabolism","17","17","5","6.4677","0.7674","0.89788","0.26777","6959","0.6959","P69","EC000447;EC000255;EC000257;EC000258;EC000412"
"Valine, leucine and isoleucine degradation","30","30","9","11.414","0.77898","0.87779","0.27599","20","0.002","P70","EC00019;EC00020;EC00073;EC00085;EC00086;EC000139;EC000434;EC000212;EC000215"
"Aminosugars metabolism","30","30","9","11.414","0.77898","0.87779","0.27599","1784","0.1784","P71","EC00019;EC000206;EC00098;EC00035;EC00037;EC00059;EC00034;EC00046;EC000856"
"Glycolysis and Gluconeogenesis","27","27","8","10.272","0.78502","0.88657","0.28046","8961","0.8961","P72","EC00059;EC00074;EC00075;EC00022;EC00046;EC000147;EC000459;EC000856"
"Prostaglandin formation from arachidonate","27","27","8","10.272","0.78502","0.88657","0.28046","1545","0.1545","P73","EC000429;EC000965;EC000855;EC000337;EC000156;EC000942;EC0001134;EC0001138"
"N-Glycan biosynthesis","11","11","3","4.185","0.80143","0.93974","0.29322","7346","0.7346","P74","EC00034;EC00022;EC00059"
"Heparan sulfate degradation","11","11","3","4.185","0.80143","0.93974","0.29322","9685","0.9685","P75","EC00098;EC00022;EC00084"
"Fatty acid activation","37","37","11","14.077","0.8037","0.8867","0.29507","875","0.0875","P76","EC0001246;EC000355;EC0001273;EC0001167;EC0001260;EC0007;EC000893;EC000887;EC000168;EC000512;EC000629"
"Di-unsaturated fatty acid beta-oxidation","4","4","1","1.5218","0.82218","1","0.31089","8738","0.8738","P77","EC000512"
"Propanoate metabolism","12","12","3","4.5654","0.8503","0.9579","0.33816","5652","0.5652","P78","EC00073;EC000434;EC000152"
"Vitamin A (retinol) metabolism","19","19","5","7.2286","0.85237","0.94162","0.34036","7584","0.7584","P79","EC000997;EC0001134;EC000365;EC000550;EC000278"
"Ascorbate (Vitamin C) and Aldarate Metabolism","16","16","4","6.0873","0.86811","0.95545","0.35794","2804","0.2804","P80","EC00088;EC000326;EC000740;EC000549"
"Limonene and pinene degradation","9","9","2","3.4241","0.88006","0.97944","0.37258","10000","1","P81","EC0001268;EC000576"
"C5-Branched dibasic acid metabolism","5","5","1","1.9023","0.88465","1","0.37854","0","0","P82","EC000283"
"Omega-3 fatty acid metabolism","13","13","3","4.9459","0.88835","0.97075","0.38349","688","0.0688","P83","EC0001012;EC000716;EC000893"
"Bile acid biosynthesis","24","24","6","9.1309","0.89819","0.95875","0.39739","2601","0.2601","P84","EC0001065;EC000497;EC000573;EC000521;EC0001052;EC000572"
"Purine metabolism","45","45","12","17.12","0.91486","0.95525","0.42375","9210","0.921","P85","EC00019;EC000103;EC000416;EC00084;EC000532;EC000507;EC00046;EC000534;EC000351;EC00035;EC00037;EC00030"
"3-oxo-10R-octadecatrienoate beta-oxidation","10","10","2","3.8045","0.91511","0.98667","0.42418","9055","0.9055","P86","EC0001181;EC0001178"
"Glycosphingolipid biosynthesis - globoseries","6","6","1","2.2827","0.92521","1","0.44234","9552","0.9552","P87","EC00022"
"Caffeine metabolism","6","6","1","2.2827","0.92521","1","0.44234","9700","0.97","P88","EC000909"
"Keratan sulfate degradation","11","11","2","4.185","0.94038","0.99137","0.47379","9988","0.9988","P89","EC00022;EC00098"
"Alkaloid biosynthesis II","11","11","2","4.185","0.94038","0.99137","0.47379","6726","0.6726","P90","EC000520;EC000956"
"Fatty acid oxidation","11","11","2","4.185","0.94038","0.99137","0.47379","3541","0.3541","P91","EC000241;EC000242"
"N-Glycan Degradation","11","11","2","4.185","0.94038","0.99137","0.47379","9998","0.9998","P92","EC00022;EC00098"
"Hyaluronan Metabolism","7","7","1","2.6632","0.95153","1","0.50129","9459","0.9459","P93","EC00098"
"Glycosphingolipid biosynthesis - ganglioseries","8","8","1","3.0436","0.9686","1","0.55502","8903","0.8903","P94","EC00022"
"Fatty acid oxidation, peroxisome","8","8","1","3.0436","0.9686","1","0.55502","0","0","P95","EC00020"
"Pentose and Glucuronate Interconversions","8","8","1","3.0436","0.9686","1","0.55502","7007","0.7007","P96","EC00084"
"Omega-6 fatty acid metabolism","10","10","1","3.8045","0.98684","1","0.64721","1186","0.1186","P97","EC000156"
