"","Pathway total","Hits.total","Hits.sig","Expected","FET","EASE","Gamma","Emp.Hits","Empirical","Pathway Number","EC.Hits"
"Propanoate metabolism","10","10","1","0.40383","0.32025","1","0.010951","1746","0.1746","P29","EC00064"
"Butanoate metabolism","10","10","1","0.40383","0.32025","1","0.010951","1040","0.104","P30","EC00080"
"Carbon fixation","10","10","1","0.40383","0.32025","1","0.010951","3139","0.3139","P31","EC00038"
"Putative anti-Inflammatory metabolites formation from EPA","11","11","1","0.44421","0.34613","1","0.012013","980","0.098","P32","EC000465"
"Starch and Sucrose Metabolism","11","11","1","0.44421","0.34613","1","0.012013","2977","0.2977","P33","EC00038"
"Pyrimidine metabolism","57","57","3","2.3018","0.36511","0.63173","0.012863","4607","0.4607","P34","EC000154;EC000172;EC00038"
"Phosphatidylinositol phosphate metabolism","12","12","1","0.48459","0.37106","1","0.013143","1828","0.1828","P35","EC00038"
"Leukotriene metabolism","35","35","2","1.4134","0.38398","0.73603","0.013774","2253","0.2253","P36","EC000866;EC000148"
"Hexose phosphorylation","14","14","1","0.56536","0.41816","1","0.015611","2704","0.2704","P37","EC00038"
"Fatty acid activation","38","38","2","1.5345","0.42483","0.76504","0.016001","3765","0.3765","P38","EC000805;EC000329"
"Urea cycle/amino group metabolism","39","39","2","1.5749","0.43815","0.77401","0.016812","4545","0.4545","P39","EC000326;EC00034"
"Fatty Acid Metabolism","15","15","1","0.60574","0.4404","1","0.016953","5831","0.5831","P40","EC000329"
"Valine, leucine and isoleucine degradation","16","16","1","0.64612","0.46181","1","0.018367","3335","0.3335","P41","EC00080"
"Vitamin D3 (cholecalciferol) metabolism","17","17","1","0.6865","0.48243","1","0.019854","2173","0.2173","P42","EC000796"
"Sialic acid metabolism","17","17","1","0.6865","0.48243","1","0.019854","4660","0.466","P43","EC00038"
"Ascorbate (Vitamin C) and Aldarate Metabolism","17","17","1","0.6865","0.48243","1","0.019854","7666","0.7666","P44","EC000357"
"TCA cycle","18","18","1","0.72689","0.50228","1","0.021415","7237","0.7237","P45","EC000183"
"Galactose metabolism","19","19","1","0.76727","0.52138","1","0.023051","2886","0.2886","P46","EC00038"
"De novo fatty acid biosynthesis","20","20","1","0.80765","0.53977","1","0.024761","4723","0.4723","P47","EC000329"
"Pentose phosphate pathway","22","22","1","0.88842","0.57451","1","0.028407","7618","0.7618","P48","EC00038"
"Androgen and estrogen biosynthesis and metabolism","24","24","1","0.96918","0.60669","1","0.032351","5148","0.5148","P49","EC000175"
"Drug metabolism - other enzymes","26","26","1","1.0499","0.6365","1","0.03659","6333","0.6333","P50","EC000728"
"Linoleate metabolism","34","34","1","1.373","0.73522","1","0.056373","7134","0.7134","P51","EC000329"
"Xenobiotics metabolism","48","48","1","1.9384","0.8489","1","0.10023","9215","0.9215","P52","EC0008"
"C21-steroid hormone biosynthesis and metabolism","48","48","1","1.9384","0.8489","1","0.10023","6302","0.6302","P53","EC000175"
"Tyrosine metabolism","89","89","2","3.594","0.8655","0.96937","0.11037","8641","0.8641","P54","EC000326;EC000827"
