"","Pathway total","Hits.total","Hits.sig","Expected","FET","EASE","Gamma","Emp.Hits","Empirical","Pathway Number","EC.Hits"
"Histidine metabolism","32","32","3","4.9682","0.86017","0.95579","0.2269","9835","0.9835","P72","EC000592;EC000756;EC000753"
"Aspartate and asparagine metabolism","83","83","9","12.886","0.86721","0.92654","0.23378","9719","0.9719","P73","EC000236;EC00013;EC000966;EC000482;EC000975;EC000518;EC000182;EC000577;EC000176"
"Vitamin A (retinol) metabolism","13","13","1","2.0183","0.86754","1","0.23411","4255","0.4255","P74","EC000339"
"Glutathione Metabolism","13","13","1","2.0183","0.86754","1","0.23411","7815","0.7815","P75","EC000482"
"Urea cycle/amino group metabolism","76","76","8","11.799","0.87764","0.9359","0.2447","9893","0.9893","P76","EC000455;EC000457;EC000176;EC000306;EC00038;EC00013;EC000182;EC000236"
"Valine, leucine and isoleucine degradation","25","25","2","3.8814","0.89408","0.97943","0.26393","5089","0.5089","P77","EC00013;EC000182"
"Pyrimidine metabolism","44","44","4","6.8312","0.89722","0.96274","0.26793","7805","0.7805","P78","EC000479;EC000216;EC000182;EC000123"
"Tyrosine metabolism","125","125","13","19.407","0.93302","0.96156","0.32408","9988","0.9988","P79","EC0001078;EC000227;EC000598;EC000511;EC000280;EC000512;EC0001073;EC00037;EC00047;EC000956;EC000455;EC000457;EC000927"
"Butanoate metabolism","29","29","2","4.5024","0.93633","0.98905","0.33061","9046","0.9046","P80","EC00013;EC000182"
"Beta-Alanine metabolism","18","18","1","2.7946","0.93954","1","0.33721","8820","0.882","P81","EC000182"
"Xenobiotics metabolism","46","46","3","7.1418","0.97169","0.99341","0.42932","9956","0.9956","P82","EC000371;EC000889;EC000850"
"Leukotriene metabolism","24","24","1","3.7261","0.97653","1","0.4505","9481","0.9481","P83","EC000397"
