"","Pathway total","Hits.total","Hits.sig","Expected","FET","EASE","Gamma","Emp.Hits","Empirical","Pathway Number","EC.Hits"
"Glutamate metabolism","12","12","1","0.81003","0.53955","1","0.042133","4756","0.4756","P47","EC000182"
"Butanoate metabolism","29","29","2","1.9576","0.54964","0.84453","0.043591","4693","0.4693","P48","EC000182;EC000543"
"Carnitine shuttle","30","30","2","2.0251","0.56849","0.85432","0.046478","3652","0.3652","P49","EC00012;EC0001134"
"De novo fatty acid biosynthesis","30","30","2","2.0251","0.56849","0.85432","0.046478","2587","0.2587","P50","EC000450;EC000138"
"Vitamin A (retinol) metabolism","13","13","1","0.87753","0.56853","1","0.046484","1884","0.1884","P51","EC000843"
"Glutathione Metabolism","13","13","1","0.87753","0.56853","1","0.046484","5782","0.5782","P52","EC000596"
"Glycerophospholipid metabolism","50","50","3","3.3751","0.61488","0.82673","0.05462","3075","0.3075","P53","EC000479;EC000293;EC00020"
"Vitamin B6 (pyridoxine) metabolism","15","15","1","1.0125","0.62121","1","0.055861","8696","0.8696","P54","EC000141"
"Drug metabolism - other enzymes","16","16","1","1.08","0.64512","1","0.060873","5301","0.5301","P55","EC000820"
"Alanine and Aspartate Metabolism","20","20","1","1.35","0.72676","1","0.082885","9731","0.9731","P56","EC000505"
"Pyrimidine metabolism","44","44","2","2.9701","0.77437","0.94181","0.10069","7289","0.7289","P57","EC000479;EC000182"
"Aspartate and asparagine metabolism","83","83","4","5.6027","0.77771","0.89974","0.10213","9439","0.9439","P58","EC000596;EC000182;EC000554;EC00023"
"Xenobiotics metabolism","46","46","2","3.1051","0.79562","0.94901","0.11036","8620","0.862","P59","EC000889;EC000138"
"Vitamin B3 (nicotinate and nicotinamide) metabolism","25","25","1","1.6876","0.80319","1","0.11412","9541","0.9541","P60","EC000505"
"Linoleate metabolism","47","47","2","3.1726","0.80558","0.95228","0.11534","9728","0.9728","P61","EC000994;EC00037"
"Glycine, serine, alanine and threonine metabolism","49","49","2","3.3076","0.82424","0.9582","0.1256","7435","0.7435","P62","EC000182;EC000783"
"Arachidonic acid metabolism","27","27","1","1.8226","0.82748","1","0.12751","5693","0.5693","P63","EC000398"
"Methionine and cysteine metabolism","28","28","1","1.8901","0.83848","1","0.13437","7331","0.7331","P64","EC000262"
"Urea cycle/amino group metabolism","76","76","3","5.1302","0.86859","0.95672","0.1563","9894","0.9894","P65","EC000554;EC000182;EC000439"
"Histidine metabolism","32","32","1","2.1601","0.87601","1","0.16259","9648","0.9648","P66","EC00076"
"Drug metabolism - cytochrome P450","32","32","1","2.1601","0.87601","1","0.16259","8851","0.8851","P67","EC000825"
"Purine metabolism","38","38","1","2.5651","0.91676","1","0.20648","7901","0.7901","P68","EC00037"
"Tryptophan metabolism","93","93","3","6.2777","0.94184","0.98374","0.24628","9672","0.9672","P69","EC00042;EC0001038;EC00020"
"Arginine and Proline Metabolism","44","44","1","2.9701","0.94424","1","0.25094","9809","0.9809","P70","EC000554"
