"","Pathway total","Hits.total","Hits.sig","Expected","FET","EASE","Gamma","Emp.Hits","Empirical","Pathway Number","EC.Hits"
"Omega-3 fatty acid metabolism","13","13","2","1.5201","0.41622","0.7715","0.04656","61","0.0061","P43","EC000892;EC000893"
"Ubiquinone Biosynthesis","13","13","2","1.5201","0.41622","0.7715","0.04656","6081","0.6081","P44","EC000121;EC000123"
"C5-Branched dibasic acid metabolism","5","5","1","0.58464","0.43467","1","0.048898","0","0","P45","EC000285"
"Vitamin H (biotin) metabolism","5","5","1","0.58464","0.43467","1","0.048898","1247","0.1247","P46","EC00028"
"Carnitine shuttle","32","32","4","3.7417","0.45772","0.68257","0.052018","0","0","P47","EC0001258;EC000579;EC0001264;EC0001266"
"Galactose metabolism","23","23","3","2.6894","0.45775","0.72373","0.052023","1802","0.1802","P48","EC00023;EC00076;EC000379"
"Glycerophospholipid metabolism","60","60","7","7.0157","0.47234","0.63463","0.05412","981","0.0981","P49","EC000467;EC000892;EC000893;EC000347;EC00023;EC000512;EC000513"
"Glycosphingolipid biosynthesis - globoseries","6","6","1","0.70157","0.49576","1","0.057704","3626","0.3626","P50","EC00023"
"Caffeine metabolism","6","6","1","0.70157","0.49576","1","0.057704","3346","0.3346","P51","EC00023"
"Lipoate metabolism","6","6","1","0.70157","0.49576","1","0.057704","4028","0.4028","P52","EC00028"
"Chondroitin sulfate degradation","7","7","1","0.8185","0.5503","1","0.067234","6338","0.6338","P53","EC00023"
"Starch and Sucrose Metabolism","7","7","1","0.8185","0.5503","1","0.067234","4589","0.4589","P54","EC00023"
"Tyrosine metabolism","151","151","16","17.656","0.57284","0.66842","0.071736","10000","1","P55","EC0001078;EC000372;EC00018;EC000381;EC000341;EC000444;EC0001195;EC0001193;EC00057;EC0001174;EC000279;EC000123;EC00038;EC000927;EC000783;EC000326"
"Xenobiotics metabolism","47","47","5","5.4956","0.58361","0.759","0.074021","5318","0.5318","P56","EC000581;EC000984;EC000335;EC000967;EC0001249"
"Phosphatidylinositol phosphate metabolism","18","18","2","2.1047","0.59347","0.87106","0.076191","740","0.074","P57","EC00023;EC000689"
"Glycosphingolipid biosynthesis - ganglioseries","8","8","1","0.93543","0.59897","1","0.077439","2241","0.2241","P58","EC00023"
"Glutathione Metabolism","19","19","2","2.2216","0.62378","0.88504","0.083396","1312","0.1312","P59","EC000540;EC00018"
"Squalene and cholesterol biosynthesis","11","11","1","1.2862","0.71577","1","0.11153","1073","0.1073","P60","EC00012"
"Keratan sulfate degradation","11","11","1","1.2862","0.71577","1","0.11153","7288","0.7288","P61","EC00023"
"Alkaloid biosynthesis II","11","11","1","1.2862","0.71577","1","0.11153","3967","0.3967","P62","EC000136"
"Heparan sulfate degradation","11","11","1","1.2862","0.71577","1","0.11153","6665","0.6665","P63","EC00023"
"TCA cycle","11","11","1","1.2862","0.71577","1","0.11153","3721","0.3721","P64","EC00012"
"N-Glycan Degradation","11","11","1","1.2862","0.71577","1","0.11153","7832","0.7832","P65","EC00023"
"Drug metabolism - cytochrome P450","34","34","3","3.9756","0.72771","0.89452","0.11608","9207","0.9207","P66","EC0001035;EC000797;EC0001032"
"Purine metabolism","45","45","4","5.2618","0.73288","0.87734","0.11813","5010","0.501","P67","EC000229;EC00018;EC000505;EC00038"
"Biopterin metabolism","14","14","1","1.637","0.79874","1","0.14955","9948","0.9948","P68","EC00057"
"Glycolysis and Gluconeogenesis","27","27","2","3.1571","0.80651","0.95425","0.15406","7620","0.762","P69","EC000407;EC00023"
"Glycosphingolipid metabolism","27","27","2","3.1571","0.80651","0.95425","0.15406","2593","0.2593","P70","EC00023;EC00012"
"Prostaglandin formation from arachidonate","27","27","2","3.1571","0.80651","0.95425","0.15406","2030","0.203","P71","EC0001114;EC000338"
"Pentose phosphate pathway","27","27","2","3.1571","0.80651","0.95425","0.15406","5259","0.5259","P72","EC000271;EC00023"
"Vitamin B5 - CoA biosynthesis from pantothenate","15","15","1","1.7539","0.82064","1","0.16282","5412","0.5412","P73","EC00076"
"Selenoamino acid metabolism","15","15","1","1.7539","0.82064","1","0.16282","481","0.0481","P74","EC000823"
"Ascorbate (Vitamin C) and Aldarate Metabolism","16","16","1","1.8709","0.84018","1","0.1763","1979","0.1979","P75","EC000326"
"Aminosugars metabolism","30","30","2","3.5079","0.85167","0.96767","0.1851","4392","0.4392","P76","EC00018;EC00038"
"Drug metabolism - other enzymes","18","18","1","2.1047","0.87315","1","0.20369","5724","0.5724","P77","EC000946"
"Sialic acid metabolism","23","23","1","2.6894","0.92892","1","0.2728","4804","0.4804","P78","EC00023"
"Leukotriene metabolism","24","24","1","2.8063","0.93671","1","0.28649","5622","0.5622","P79","EC0001114"
