"","Pathway total","Hits.total","Hits.sig","Expected","FET","EASE","Gamma","Emp.Hits","Empirical","Pathway Number","EC.Hits"
"Linoleate metabolism","47","47","8","6.6172","0.25808","0.40405","0.031027","8114","0.8114","P24","EC000992;EC000982;EC0001016;EC0001019;EC0001021;EC00037;EC000654;EC000460"
"Urea cycle/amino group metabolism","76","76","12","10.7","0.27415","0.38895","0.032332","5837","0.5837","P25","EC00017;EC00031;EC000176;EC000581;EC000169;EC00021;EC000287;EC00050;EC000235;EC000236;EC000448;EC000438"
"Nitrogen metabolism","8","8","2","1.1263","0.27898","0.66999","0.032736","729","0.0729","P26","EC00017;EC00034"
"Tryptophan metabolism","93","93","14","13.094","0.31447","0.42276","0.035886","6282","0.6282","P27","EC00017;EC000568;EC000323;EC000498;EC000499;EC000405;EC000613;EC000441;EC0001034;EC000473;EC000606;EC000608;EC000734;EC000147"
"Fatty acid activation","36","36","6","5.0685","0.32168","0.50499","0.036568","208","0.0208","P28","EC0001043;EC000331;EC0007;EC0001147;EC000460;EC000450"
"Omega-3 fatty acid metabolism","9","9","2","1.2671","0.33013","0.71287","0.037386","1907","0.1907","P29","EC000654;EC0007"
"Vitamin B2 (riboflavin) metabolism","3","3","1","0.42237","0.34152","1","0.03852","908","0.0908","P30","EC000149"
"Parathio degradation","3","3","1","0.42237","0.34152","1","0.03852","101","0.0101","P31","EC000371"
"D4&E4-neuroprostanes formation","3","3","1","0.42237","0.34152","1","0.03852","511","0.0511","P32","EC00037"
"TCA cycle","16","16","3","2.2527","0.3455","0.63217","0.038926","782","0.0782","P33","EC000217;EC000101;EC00021"
"De novo fatty acid biosynthesis","30","30","5","4.2237","0.34856","0.55509","0.039242","955","0.0955","P34","EC0007;EC000450;EC000331;EC000127;EC000460"
"Tyrosine metabolism","125","125","18","17.599","0.352","0.4471","0.0396","8736","0.8736","P35","EC00017;EC000357;EC000613;EC000833;EC000512;EC000711;EC000712;EC000469;EC0001073;EC00037;EC00049;EC0001063;EC00034;EC000291;EC000718;EC000723;EC000301;EC000999"
"Leukotriene metabolism","24","24","4","3.379","0.38056","0.61687","0.042724","1605","0.1605","P36","EC000991;EC000127;EC00017;EC0001105"
"Beta-Alanine metabolism","18","18","3","2.5342","0.42055","0.69719","0.047588","1465","0.1465","P37","EC00017;EC00077;EC000169"
"Electron transport chain","4","4","1","0.56316","0.42728","1","0.048469","2282","0.2282","P38","EC000217"
"Fatty acid oxidation, peroxisome","4","4","1","0.56316","0.42728","1","0.048469","0","0","P39","EC0007"
"Glycolysis and Gluconeogenesis","11","11","2","1.5487","0.42874","0.78272","0.048662","3057","0.3057","P40","EC00066;EC00021"
"Glycine, serine, alanine and threonine metabolism","49","49","7","6.8987","0.45689","0.62265","0.052579","1527","0.1527","P41","EC00017;EC000570;EC00031;EC000964;EC000235;EC000236;EC00021"
"Aminosugars metabolism","19","19","3","2.675","0.45707","0.72599","0.052605","2050","0.205","P42","EC00017;EC00034;EC00021"
"Fatty acid oxidation","12","12","2","1.6895","0.47517","0.81103","0.055322","180","0.018","P43","EC0007;EC000217"
"Limonene and pinene degradation","12","12","2","1.6895","0.47517","0.81103","0.055322","9435","0.9435","P44","EC000399;EC000401"
"Di-unsaturated fatty acid beta-oxidation","5","5","1","0.70395","0.50194","1","0.059653","1246","0.1246","P45","EC000460"
"3-oxo-10R-octadecatrienoate beta-oxidation","5","5","1","0.70395","0.50194","1","0.059653","472","0.0472","P46","EC0001065"
"Caffeine metabolism","5","5","1","0.70395","0.50194","1","0.059653","7525","0.7525","P47","EC000913"
"Pyrimidine metabolism","44","44","6","6.1948","0.51804","0.69133","0.062456","2486","0.2486","P48","EC00034;EC000217;EC00017;EC000376;EC000124;EC000209"
"Vitamin E metabolism","22","22","3","3.0974","0.56003","0.79889","0.070549","2912","0.2912","P49","EC000301;EC000868;EC0001113"
"Carnitine shuttle","30","30","4","4.2237","0.56091","0.76604","0.070732","3360","0.336","P50","EC0007;EC000170;EC00011;EC0001122"
"Glycosphingolipid metabolism","23","23","3","3.2382","0.59167","0.8191","0.077514","5946","0.5946","P51","EC000291;EC000283;EC000546"
"Galactose metabolism","15","15","2","2.1119","0.59982","0.87578","0.079443","7255","0.7255","P52","EC000679;EC00066"
"Phosphatidylinositol phosphate metabolism","15","15","2","2.1119","0.59982","0.87578","0.079443","6092","0.6092","P53","EC00021;EC000622"
"Vitamin B6 (pyridoxine) metabolism","15","15","2","2.1119","0.59982","0.87578","0.079443","9498","0.9498","P54","EC000141;EC000142"
"Histidine metabolism","32","32","4","4.5053","0.61466","0.804","0.083117","9045","0.9045","P55","EC00017;EC000592;EC000756;EC00077"
"Drug metabolism - other enzymes","16","16","2","2.2527","0.63615","0.89202","0.088828","5676","0.5676","P56","EC000827;EC000815"
"Squalene and cholesterol biosynthesis","17","17","2","2.3934","0.66986","0.90615","0.09885","1739","0.1739","P57","EC000661;EC000900"
"Putative anti-Inflammatory metabolites formation from EPA","8","8","1","1.1263","0.67269","1","0.099756","3041","0.3041","P58","EC00017"
"Saturated fatty acids beta-oxidation","8","8","1","1.1263","0.67269","1","0.099756","6460","0.646","P59","EC000170"
"Carbon fixation","8","8","1","1.1263","0.67269","1","0.099756","4460","0.446","P60","EC00066"
"Biopterin metabolism","9","9","1","1.2671","0.71551","1","0.11494","7399","0.7399","P61","EC00049"
"Butanoate metabolism","29","29","3","4.0829","0.7494","0.90647","0.12927","6509","0.6509","P62","EC00017;EC000562;EC00021"
"Ubiquinone Biosynthesis","11","11","1","1.5487","0.78517","1","0.14729","5681","0.5681","P63","EC000217"
"Alkaloid biosynthesis II","12","12","1","1.6895","0.81335","1","0.16423","8494","0.8494","P64","EC000861"
"Fructose and mannose metabolism","13","13","1","1.8303","0.83785","1","0.18152","8642","0.8642","P65","EC00066"
"Sialic acid metabolism","14","14","1","1.9711","0.85916","1","0.19907","6434","0.6434","P66","EC000679"
"Xenobiotics metabolism","46","46","4","6.4764","0.87006","0.95025","0.20917","9537","0.9537","P67","EC000371;EC000893;EC000473;EC000441"
"Prostaglandin formation from arachidonate","26","26","2","3.6606","0.87196","0.97361","0.21102","3737","0.3737","P68","EC000127;EC00037"
"Arachidonic acid metabolism","27","27","2","3.8014","0.88548","0.97709","0.22507","6578","0.6578","P69","EC00017;EC000127"
"Bile acid biosynthesis","28","28","2","3.9421","0.89767","0.98012","0.23927","6713","0.6713","P70","EC000647;EC000950"
"Pentose phosphate pathway","17","17","1","2.3934","0.90778","1","0.25238","7277","0.7277","P71","EC00066"
"Lysine metabolism","47","47","3","6.6172","0.95678","0.98913","0.34548","9974","0.9974","P72","EC00017;EC000421;EC000170"
"Valine, leucine and isoleucine degradation","25","25","1","3.5198","0.97037","1","0.38923","8840","0.884","P73","EC00017"
"Drug metabolism - cytochrome P450","32","32","1","4.5053","0.98911","1","0.49402","9962","0.9962","P74","EC000823"
