"","Pathway total","Hits.total","Hits.sig","Expected","FET","EASE","Gamma","Emp.Hits","Empirical","Pathway Number","EC.Hits"
"Butanoate metabolism","42","42","5","5.534","0.59116","0.76605","0.077339","3596","0.3596","P29","EC00018;EC000873;EC000435;EC000214;EC000407"
"Ascorbate (Vitamin C) and Aldarate Metabolism","16","16","2","2.1082","0.5962","0.87349","0.078487","1449","0.1449","P30","EC000326;EC00040"
"Porphyrin metabolism","17","17","2","2.24","0.63027","0.88893","0.086843","4674","0.4674","P31","EC00040;EC000280"
"Putative anti-Inflammatory metabolites formation from EPA","8","8","1","1.0541","0.64565","1","0.090993","869","0.0869","P32","EC00018"
"Glycolysis and Gluconeogenesis","27","27","3","3.5576","0.65493","0.85619","0.093621","5841","0.5841","P33","EC000407;EC000856;EC000127"
"Glycosphingolipid metabolism","27","27","3","3.5576","0.65493","0.85619","0.093621","1158","0.1158","P34","EC000323;EC000197;EC000952"
"Prostaglandin formation from arachidonate","27","27","3","3.5576","0.65493","0.85619","0.093621","774","0.0774","P35","EC0001202;EC000156;EC00040"
"Fatty Acid Metabolism","18","18","2","2.3717","0.66208","0.9025","0.095716","473","0.0473","P36","EC000512;EC0001253"
"Xenobiotics metabolism","47","47","5","6.1928","0.69379","0.83887","0.1058","6807","0.6807","P37","EC000984;EC000987;EC000335;EC000990;EC000967"
"De novo fatty acid biosynthesis","29","29","3","3.8211","0.70348","0.88279","0.10917","720","0.072","P38","EC000892;EC000156;EC000512"
"Valine, leucine and isoleucine degradation","30","30","3","3.9529","0.72575","0.89432","0.11748","739","0.0739","P39","EC00018;EC000435;EC000214"
"Aminosugars metabolism","30","30","3","3.9529","0.72575","0.89432","0.11748","2375","0.2375","P40","EC00018;EC00038;EC000856"
"Vitamin B9 (folate) metabolism","10","10","1","1.3176","0.72691","1","0.11794","6084","0.6084","P41","EC00018"
"Omega-6 fatty acid metabolism","10","10","1","1.3176","0.72691","1","0.11794","52","0.0052","P42","EC000156"
"Alkaloid biosynthesis II","11","11","1","1.4494","0.7603","1","0.13225","4228","0.4228","P43","EC000519"
"C21-steroid hormone biosynthesis and metabolism","52","52","5","6.8517","0.77753","0.89183","0.14063","4916","0.4916","P44","EC000303;EC0001067;EC000247;EC000364;EC000280"
"Sialic acid metabolism","23","23","2","3.0305","0.78938","0.94926","0.14686","2202","0.2202","P45","EC000856;EC000599"
"Propanoate metabolism","12","12","1","1.5812","0.78963","1","0.147","3424","0.3424","P46","EC000435"
"Omega-3 fatty acid metabolism","13","13","1","1.7129","0.8154","1","0.1621","2750","0.275","P47","EC000892"
"Ubiquinone Biosynthesis","13","13","1","1.7129","0.8154","1","0.1621","9657","0.9657","P48","EC000123"
"Biopterin metabolism","14","14","1","1.8447","0.83802","1","0.17748","9976","0.9976","P49","EC00057"
"Vitamin E metabolism","15","15","1","1.9764","0.85789","1","0.19306","8312","0.8312","P50","EC000326"
"Androgen and estrogen biosynthesis and metabolism","28","28","2","3.6894","0.87266","0.97367","0.20623","8348","0.8348","P51","EC000737;EC000303"
"Hexose phosphorylation","16","16","1","2.1082","0.87534","1","0.20878","9830","0.983","P52","EC000123"
"Fructose and mannose metabolism","18","18","1","2.3717","0.9041","1","0.24038","9064","0.9064","P53","EC000613"
"Phosphatidylinositol phosphate metabolism","18","18","1","2.3717","0.9041","1","0.24038","3848","0.3848","P54","EC000496"
"Carnitine shuttle","32","32","2","4.2164","0.91629","0.98445","0.25672","146","0.0146","P55","EC0001264;EC0001277"
"Drug metabolism - cytochrome P450","34","34","2","4.4799","0.93245","0.98806","0.28231","9904","0.9904","P56","EC0001035;EC000797"
"Glycine, serine, alanine and threonine metabolism","69","69","5","9.0916","0.93765","0.97606","0.29177","9318","0.9318","P57","EC00018;EC000214;EC000190;EC00048;EC000143"
"Fatty acid activation","37","37","2","4.8752","0.95129","0.99197","0.32056","4849","0.4849","P58","EC000892;EC000512"
"Bile acid biosynthesis","24","24","1","3.1623","0.95646","1","0.33343","3955","0.3955","P59","EC000353"
"Leukotriene metabolism","24","24","1","3.1623","0.95646","1","0.33343","6412","0.6412","P60","EC000156"
"Pentose phosphate pathway","27","27","1","3.5576","0.97071","1","0.37757","8690","0.869","P61","EC000536"
