"","Pathway total","Hits.total","Hits.sig","Expected","FET","EASE","Gamma","Emp.Hits","Empirical","Pathway Number","EC.Hits"
"Aspartate and asparagine metabolism","109","109","6","5.041","0.31633","0.48457","0.0087793","3239","0.3239","P16","EC00020;EC000106;EC00073;EC000632;EC000451;EC000608"
"Vitamin D3 (cholecalciferol) metabolism","9","9","1","0.41623","0.32485","1","0.0090493","116","0.0116","P17","EC0001053"
"Saturated fatty acids beta-oxidation","9","9","1","0.41623","0.32485","1","0.0090493","6","6e-04","P18","EC000194"
"Glycine, serine, alanine and threonine metabolism","69","69","4","3.1911","0.33764","0.55993","0.009472","1930","0.193","P19","EC00020;EC000139;EC00073;EC000144"
"Urea cycle/amino group metabolism","92","92","5","4.2548","0.35338","0.54522","0.010022","9029","0.9029","P20","EC000106;EC000508;EC000608;EC00020;EC000632"
"3-oxo-10R-octadecatrienoate beta-oxidation","10","10","1","0.46248","0.3538","1","0.010037","622","0.0622","P21","EC0001178"
"Squalene and cholesterol biosynthesis","11","11","1","0.50873","0.38153","1","0.011096","397","0.0397","P22","EC00073"
"TCA cycle","11","11","1","0.50873","0.38153","1","0.011096","972","0.0972","P23","EC00020"
"Arginine and Proline Metabolism","53","53","3","2.4511","0.39503","0.66128","0.011656","7710","0.771","P24","EC000106;EC00020;EC000608"
"Propanoate metabolism","12","12","1","0.55497","0.40809","1","0.012227","722","0.0722","P25","EC00073"
"Omega-3 fatty acid metabolism","13","13","1","0.60122","0.43354","1","0.013432","792","0.0792","P26","EC000717"
"Vitamin E metabolism","15","15","1","0.69372","0.48125","1","0.016066","4036","0.4036","P27","EC000326"
"Selenoamino acid metabolism","15","15","1","0.69372","0.48125","1","0.016066","196","0.0196","P28","EC00073"
"Histidine metabolism","38","38","2","1.7574","0.488","0.80725","0.016484","5068","0.5068","P29","EC00020;EC000827"
"Fatty Acid Metabolism","18","18","1","0.83246","0.54551","1","0.020592","899","0.0899","P30","EC000194"
"Beta-Alanine metabolism","20","20","1","0.92496","0.58394","1","0.023996","683","0.0683","P31","EC00020"
"Alanine and Aspartate Metabolism","21","21","1","0.9712","0.60194","1","0.025814","6530","0.653","P32","EC00020"
"Methionine and cysteine metabolism","49","49","2","2.2661","0.62841","0.8815","0.028792","1552","0.1552","P33","EC00020;EC00073"
"Sialic acid metabolism","23","23","1","1.0637","0.63568","1","0.02968","1321","0.1321","P34","EC000871"
"Glycosphingolipid metabolism","27","27","1","1.2487","0.69496","1","0.038309","2534","0.2534","P35","EC000196"
"Pentose phosphate pathway","27","27","1","1.2487","0.69496","1","0.038309","3902","0.3902","P36","EC000535"
"Androgen and estrogen biosynthesis and metabolism","28","28","1","1.2949","0.70823","1","0.040648","5304","0.5304","P37","EC000737"
"De novo fatty acid biosynthesis","29","29","1","1.3412","0.72094","1","0.043056","2050","0.205","P38","EC000356"
"Aminosugars metabolism","30","30","1","1.3874","0.7331","1","0.045533","3827","0.3827","P39","EC0001245"
"Pyrimidine metabolism","63","63","2","2.9136","0.76259","0.93662","0.052343","4161","0.4161","P40","EC000535;EC00073"
"Fatty acid activation","37","37","1","1.7112","0.80483","1","0.064643","3065","0.3065","P41","EC000356"
"Linoleate metabolism","43","43","1","1.9887","0.85098","1","0.08316","9813","0.9813","P42","EC000717"
"Purine metabolism","45","45","1","2.0812","0.86383","1","0.089693","6355","0.6355","P43","EC000877"
"Xenobiotics metabolism","47","47","1","2.1736","0.8756","1","0.096382","8384","0.8384","P44","EC000992"
"Tryptophan metabolism","113","113","3","5.226","0.87625","0.95905","0.096774","9538","0.9538","P45","EC00020;EC0001071;EC000333"
"Glycerophospholipid metabolism","60","60","1","2.7749","0.93113","1","0.14266","7327","0.7327","P46","EC000196"
