"","Pathway total","Hits.total","Hits.sig","Expected","FET","EASE","Gamma","Emp.Hits","Empirical","Pathway Number","EC.Hits"
"Polyunsaturated fatty acid biosynthesis","6","6","2","0.65959","0.11664","0.47124","0.025984","89","0.0089","P21","EC000561;EC000450"
"Prostaglandin formation from dihomo gama-linoleic acid","6","6","2","0.65959","0.11664","0.47124","0.025984","6","6e-04","P22","EC000316;EC0001047"
"C21-steroid hormone biosynthesis and metabolism","58","58","9","6.3761","0.12363","0.2198","0.026414","112","0.0112","P23","EC000689;EC000391;EC000587;EC000270;EC000224;EC000250;EC000258;EC000682;EC00030"
"Vitamin A (retinol) metabolism","13","13","3","1.4291","0.1371","0.38172","0.027265","23","0.0023","P24","EC000492;EC0001048;EC000254"
"Bile acid biosynthesis","28","28","5","3.0781","0.14583","0.30807","0.027833","753","0.0753","P25","EC000682;EC000587;EC000686;EC000467;EC000951"
"Saturated fatty acids beta-oxidation","8","8","2","0.87946","0.19075","0.57277","0.03097","1092","0.1092","P26","EC000557;EC000526"
"Glycosphingolipid biosynthesis - globoseries","2","2","1","0.21986","0.19264","1","0.031111","1145","0.1145","P27","EC00029"
"Mono-unsaturated fatty acid beta-oxidation","2","2","1","0.21986","0.19264","1","0.031111","0","0","P28","EC000953"
"Sphingolipid metabolism","2","2","1","0.21986","0.19264","1","0.031111","722","0.0722","P29","EC000537"
"Leukotriene metabolism","24","24","4","2.6384","0.22008","0.4402","0.033231","534","0.0534","P30","EC0001047;EC000397;EC000990;EC000126"
"Butanoate metabolism","29","29","4","3.188","0.33817","0.5714","0.044439","1605","0.1605","P31","EC000114;EC000562;EC000563;EC000778"
"Alkaloid biosynthesis II","12","12","2","1.3192","0.34778","0.72142","0.045528","3480","0.348","P32","EC000465;EC000860"
"Vitamin B9 (folate) metabolism","12","12","2","1.3192","0.34778","0.72142","0.045528","675","0.0675","P33","EC000225;EC000242"
"Vitamin H (biotin) metabolism","4","4","1","0.43973","0.34843","1","0.045603","661","0.0661","P34","EC00023"
"Glutathione Metabolism","13","13","2","1.4291","0.38608","0.74973","0.050185","1274","0.1274","P35","EC000465;EC000447"
"Vitamin E metabolism","22","22","3","2.4185","0.38919","0.66657","0.050587","1563","0.1563","P36","EC000509;EC000299;EC0001114"
"Chondroitin sulfate degradation","5","5","1","0.54966","0.41475","1","0.054036","3161","0.3161","P37","EC00030"
"Di-unsaturated fatty acid beta-oxidation","5","5","1","0.54966","0.41475","1","0.054036","1649","0.1649","P38","EC0001008"
"Lipoate metabolism","5","5","1","0.54966","0.41475","1","0.054036","5304","0.5304","P39","EC00023"
"Sialic acid metabolism","14","14","2","1.5391","0.4234","0.77519","0.055265","1571","0.1571","P40","EC000537;EC00029"
"Vitamin B6 (pyridoxine) metabolism","15","15","2","1.649","0.45953","0.79807","0.060772","8930","0.893","P41","EC000142;EC000166"
"Vitamin B3 (nicotinate and nicotinamide) metabolism","25","25","3","2.7483","0.47386","0.73497","0.063138","5333","0.5333","P42","EC00034;EC000249;EC000764"
"Fatty Acid Metabolism","26","26","3","2.8582","0.50095","0.75498","0.067915","2287","0.2287","P43","EC000463;EC000526;EC000450"
"Urea cycle/amino group metabolism","76","76","8","8.3549","0.51433","0.65994","0.070436","8203","0.8203","P44","EC00088;EC000455;EC000349;EC000237;EC000255;EC000162;EC000166;EC000222"
"Arachidonic acid metabolism","27","27","3","2.9682","0.52732","0.7737","0.072996","2012","0.2012","P45","EC000397;EC000316;EC000126"
"N-Glycan biosynthesis","7","7","1","0.76953","0.52797","1","0.073127","830","0.083","P46","EC00029"
"Keratan sulfate degradation","7","7","1","0.76953","0.52797","1","0.073127","7424","0.7424","P47","EC00030"
"Heparan sulfate degradation","7","7","1","0.76953","0.52797","1","0.073127","4321","0.4321","P48","EC00030"
"Linoleate metabolism","47","47","5","5.1668","0.52798","0.71412","0.073129","9495","0.9495","P49","EC000992;EC000618;EC0001019;EC0001022;EC000461"
"Methionine and cysteine metabolism","28","28","3","3.0781","0.55293","0.79116","0.078381","3473","0.3473","P50","EC00030;EC000302;EC000242"
"Porphyrin metabolism","18","18","2","1.9788","0.55956","0.85377","0.079857","3082","0.3082","P51","EC000386;EC000258"
"Nitrogen metabolism","8","8","1","0.87946","0.57615","1","0.083698","7568","0.7568","P52","EC00034"
"Ascorbate (Vitamin C) and Aldarate Metabolism","19","19","2","2.0887","0.58989","0.86871","0.087057","5434","0.5434","P53","EC000509;EC000299"
"Aminosugars metabolism","19","19","2","2.0887","0.58989","0.86871","0.087057","3408","0.3408","P54","EC00034;EC00029"
"Omega-3 fatty acid metabolism","9","9","1","0.98939","0.61945","1","0.094882","5869","0.5869","P55","EC0001042"
"Aspartate and asparagine metabolism","83","83","8","9.1244","0.62079","0.75061","0.095259","8330","0.833","P56","EC00088;EC000237;EC000976;EC000222;EC00034;EC000633;EC000447;EC00023"
"Tyrosine metabolism","125","125","12","13.742","0.6335","0.73646","0.098921","9711","0.9711","P57","EC000318;EC00030;EC000166;EC000833;EC00044;EC000255;EC00034;EC000293;EC000455;EC000719;EC000299;EC000927"
"Drug metabolism - cytochrome P450","32","32","3","3.5178","0.64676","0.84975","0.10294","7080","0.708","P58","EC000921;EC000939;EC000927"
"Selenoamino acid metabolism","10","10","1","1.0993","0.65835","1","0.10662","1240","0.124","P59","EC000242"
"Pyrimidine metabolism","44","44","4","4.837","0.66962","0.83789","0.11038","3781","0.3781","P60","EC000200;EC00034;EC00029;EC000225"
"Limonene and pinene degradation","12","12","1","1.3192","0.72473","1","0.13154","9957","0.9957","P61","EC000522"
"Glutamate metabolism","12","12","1","1.3192","0.72473","1","0.13154","4460","0.446","P62","EC00034"
"Valine, leucine and isoleucine degradation","25","25","2","2.7483","0.73963","0.93138","0.13822","2235","0.2235","P63","EC00072;EC000114"
"Phosphatidylinositol phosphate metabolism","15","15","1","1.649","0.80107","1","0.17163","7698","0.7698","P64","EC00029"
"TCA cycle","16","16","1","1.7589","0.82152","1","0.18548","4608","0.4608","P65","EC000677"
"Squalene and cholesterol biosynthesis","17","17","1","1.8689","0.83988","1","0.19951","4015","0.4015","P66","EC000298"
"Arginine and Proline Metabolism","44","44","3","4.837","0.84244","0.94737","0.2016","7302","0.7302","P67","EC00088;EC00034;EC000222"
"Histidine metabolism","32","32","2","3.5178","0.85337","0.96796","0.21095","9804","0.9804","P68","EC0001117;EC000753"
"Xenobiotics metabolism","46","46","3","5.0569","0.86392","0.95613","0.22069","9676","0.9676","P69","EC000767;EC000359;EC000887"
"Lysine metabolism","47","47","3","5.1668","0.87367","0.95997","0.23042","9899","0.9899","P70","EC000422;EC00023;EC000222"
"Alanine and Aspartate Metabolism","20","20","1","2.1986","0.88447","1","0.24212","9966","0.9966","P71","EC00034"
"Glycine, serine, alanine and threonine metabolism","49","49","3","5.3867","0.89135","0.96672","0.25016","7493","0.7493","P72","EC000114;EC000162;EC000447"
"Purine metabolism","38","38","2","4.1774","0.91285","0.98339","0.27889","6892","0.6892","P73","EC000199;EC00034"
"Tryptophan metabolism","93","93","5","10.224","0.97044","0.98961","0.41203","9942","0.9942","P74","EC000568;EC0001036;EC0001106;EC000310;EC000735"
